ID	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.18159	53.90779	13.00397	0.79981	0.19513	55.99558	29.41008	3.2493	0.07646	40.33447	37.65009	0.44186	0.28255	9.64808	39.36126	36.37857	0.2098	0.11298	11.97917	17.10042	16.61154	0.45335	0.1444	34.84995	18.44168	0.66804	0.37766	51.69879	24.84822	0.96062	0.50287	0.54841	40.27631	11.87529	10.84142	0.07928	72.52903	37.03864	39.82824	26.31754	35.67996	33.96724	41.30054	41.03621	33.81708	32.64218	61.45231	59.96563	30.45581	28.87283	49.82781	45.37015	3.52844	37.27328	36.90461	29.8116	30.60805	7.92156	7.21276	6.11466	32.01984	33.47098
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.15341	25.28626	11.72328	0.79981	0.19513	19.41148	17.39514	2.9856	0.0581	19.15315	22.32347	0.36148	0.26365	5.99489	13.63544	13.62949	0.18152	0.07134	6.7226	7.79477	7.0414	0.38068	0.1444	34.59843	16.37861	0.66636	0.23534	48.76933	16.53151	0.69838	0.49533	0.54841	37.72458	6.05889	5.36358	0.03747	72.52903	29.11751	28.58259	26.31754	28.63148	29.20074	41.30054	41.03621	31.51711	29.71602	20.21549	19.62231	21.46362	19.78758	35.00972	36.35522	3.06325	15.31804	15.38154	11.67555	11.7071	6.03012	6.01826	4.39397	18.42198	22.36891
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis|t__GCF_000156175	0.15341	25.28626	11.72328	0.79981	0.19513	19.41148	17.39514	2.9856	0.0581	19.15315	22.32347	0.36148	0.26365	5.99489	13.63544	13.62949	0.18152	0.07134	6.7226	7.79477	7.0414	0.38068	0.1444	34.59843	16.37861	0.66636	0.23534	48.76933	16.53151	0.69838	0.49533	0.54841	37.72458	6.05889	5.36358	0.03747	72.52903	29.11751	28.58259	26.31754	28.63148	29.20074	41.30054	41.03621	31.51711	29.71602	20.21549	19.62231	21.46362	19.78758	35.00972	36.35522	3.06325	15.31804	15.38154	11.67555	11.7071	6.03012	6.01826	4.39397	18.42198	22.36891
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris|t__GCF_000156215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0.0	0.0	0.11907	0.0	0.0	0.0	0.00593	0.0	0.0	5.65557	0.76159	0.08038	0.01456	3.6532	1.90642	1.83696	0.0179	0.0	0.09241	0.16024	0.10649	0.07267	0.0	0.0	0.10914	0.00168	0.09476	0.20953	0.80037	0.03401	0.00754	0.0	2.55173	3.02738	2.63534	0.00105	0.0	0.0	0.0	0.0	0.07267	0.05265	0.0	0.0	0.09619	0.04198	0.0	0.0	0.0	0.0	0.37754	0.41245	0.05565	0.13905	0.1455	1.5041	1.58756	1.23194	1.08205	0.06024	0.12573	2.10918
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__GCF_000225705	0.0	0.0	0.11907	0.0	0.0	0.0	0.00593	0.0	0.0	5.65557	0.76159	0.08038	0.01456	3.6532	1.90642	1.83696	0.0179	0.0	0.09241	0.16024	0.10649	0.07267	0.0	0.0	0.10914	0.00168	0.09476	0.20953	0.80037	0.03401	0.00754	0.0	2.55173	3.02738	2.63534	0.00105	0.0	0.0	0.0	0.0	0.07267	0.05265	0.0	0.0	0.09619	0.04198	0.0	0.0	0.0	0.0	0.37754	0.41245	0.05565	0.13905	0.1455	1.5041	1.58756	1.23194	1.08205	0.06024	0.12573	2.10918
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified	0.02818	28.62153	1.16163	0.0	0.0	36.5841	12.00901	0.26369	0.01836	15.52334	14.56502	0.0	0.00433	0.0	23.8194	20.91211	0.01038	0.04164	5.16417	9.1454	9.46366	0.0	0.0	0.25152	1.95393	0.0	0.04755	2.71993	7.51635	0.22822	0.0	0.0	0.0	2.78902	2.8425	0.04076	0.0	7.92113	11.24564	0.0	6.97581	4.71385	0.0	0.0	2.20377	2.88418	41.23682	40.34332	8.99219	9.08525	14.44054	8.60248	0.40954	21.81619	21.37757	16.63195	17.31339	0.6595	0.11245	1.66044	13.47213	8.99288
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01361	0.00276	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.02879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella|s__Olsenella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01361	0.00276	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.02879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0.00082	0.02303	0.02569	0.01877	0.0	0.0	0.12506	0.0	0.0	0.06381	0.10197	0.0	0.0	0.30322	0.04879	0.05531	0.0	0.0	0.33952	0.08636	0.0337	0.0	0.0	0.03163	0.02191	0.00867	0.00905	0.06165	0.04002	0.00249	0.0	0.0	0.11728	0.09487	0.0726	0.0	0.01054	0.0	0.0	0.01322	0.10972	0.08599	0.13096	0.12489	0.05413	0.02074	0.05413	0.06225	0.05985	0.01785	0.06258	0.02398	0.00432	0.0637	0.03086	0.0112	0.0	0.16945	0.14935	0.14245	0.03738	0.10098
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis	0.00082	0.02303	0.02569	0.01877	0.0	0.0	0.12506	0.0	0.0	0.06381	0.10197	0.0	0.0	0.30322	0.04879	0.05531	0.0	0.0	0.33952	0.08636	0.0337	0.0	0.0	0.03163	0.02191	0.00867	0.00905	0.06165	0.04002	0.00249	0.0	0.0	0.11728	0.09487	0.0726	0.0	0.01054	0.0	0.0	0.01322	0.10972	0.08599	0.13096	0.12489	0.05413	0.02074	0.05413	0.06225	0.05985	0.01785	0.06258	0.02398	0.00432	0.0637	0.03086	0.0112	0.0	0.16945	0.14935	0.14245	0.03738	0.10098
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis|t__GCF_000296445	0.00082	0.02303	0.02569	0.01877	0.0	0.0	0.12506	0.0	0.0	0.06381	0.10197	0.0	0.0	0.30322	0.04879	0.05531	0.0	0.0	0.33952	0.08636	0.0337	0.0	0.0	0.03163	0.02191	0.00867	0.00905	0.06165	0.04002	0.00249	0.0	0.0	0.11728	0.09487	0.0726	0.0	0.01054	0.0	0.0	0.01322	0.10972	0.08599	0.13096	0.12489	0.05413	0.02074	0.05413	0.06225	0.05985	0.01785	0.06258	0.02398	0.00432	0.0637	0.03086	0.0112	0.0	0.16945	0.14935	0.14245	0.03738	0.10098
k__Bacteria|p__Bacteroidetes	91.10842	15.4459	42.22314	53.34471	90.15485	3.69963	47.23507	16.60025	90.42688	8.88189	25.82599	70.93222	52.56141	46.41764	42.99356	43.9876	47.36175	86.42678	58.2533	64.59972	65.29614	59.6377	82.98061	31.08459	5.42542	87.9197	82.62403	5.33118	14.16408	83.18229	73.05413	74.50431	2.90534	48.39009	53.54431	35.50178	9.92566	15.32266	14.82824	30.70226	42.0493	43.65369	12.56673	12.66099	34.8908	35.51229	17.9824	17.89294	26.83026	24.71328	18.72192	18.06081	42.17573	26.19629	26.62542	41.49834	39.59432	41.57525	41.76068	70.57138	16.60313	34.0083
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	91.10842	15.4459	42.22314	53.34471	90.15485	3.69963	47.23507	16.60025	90.42688	8.88189	25.82599	70.93222	52.56141	46.41764	42.99356	43.9876	47.36175	86.42678	58.2533	64.59972	65.29614	59.6377	82.98061	31.08459	5.42542	87.9197	82.62403	5.33118	14.16408	83.18229	73.05413	74.50431	2.90534	48.39009	53.54431	35.50178	9.92566	15.32266	14.82824	30.70226	42.0493	43.65369	12.56673	12.66099	34.8908	35.51229	17.9824	17.89294	26.83026	24.71328	18.72192	18.06081	42.17573	26.19629	26.62542	41.49834	39.59432	41.57525	41.76068	70.57138	16.60313	34.0083
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	91.10842	15.4459	42.22314	53.34471	90.15485	3.69963	47.23507	16.60025	90.42688	8.88189	25.82599	70.93222	52.56141	46.41764	42.99356	43.9876	47.36175	86.42678	58.2533	64.59972	65.29614	59.6377	82.98061	31.08459	5.42542	87.9197	82.62403	5.33118	14.16408	83.18229	73.05413	74.50431	2.90534	48.39009	53.54431	35.50178	9.92566	15.32266	14.82824	30.70226	42.0493	43.65369	12.56673	12.66099	34.8908	35.51229	17.9824	17.89294	26.83026	24.71328	18.72192	18.06081	42.17573	26.19629	26.62542	41.49834	39.59432	41.57525	41.76068	70.57138	16.60313	34.0083
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	7.61044	8.47593	41.46969	53.28638	11.27664	0.62762	44.57787	16.38499	4.20233	4.92503	13.93346	16.30424	15.48716	20.92278	25.33665	25.42915	13.31813	12.79288	49.27682	32.07763	34.3203	7.66235	3.9057	23.37832	3.29223	3.6247	5.493	3.32696	8.27155	2.32283	21.0137	21.42798	1.84829	19.142	21.62802	10.97041	8.21148	9.17716	8.80444	27.27864	15.09009	15.56838	6.18388	6.27132	29.21287	28.46378	16.0989	15.95808	21.35685	20.10603	11.36743	11.45482	39.17201	19.9939	20.36217	28.04131	26.14631	36.45621	36.64538	67.61983	3.47341	5.72243
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	7.61044	8.47593	41.46969	53.28638	11.27664	0.62762	44.57787	16.38499	4.20233	4.92503	13.93346	16.30424	15.48716	20.92278	25.33665	25.42915	13.31813	12.79288	49.27682	32.07763	34.3203	7.66235	3.9057	23.37832	3.29223	3.6247	5.493	3.32696	8.27155	2.32283	21.0137	21.42798	1.84829	19.142	21.62802	10.97041	8.21148	9.17716	8.80444	27.27864	15.09009	15.56838	6.18388	6.27132	29.21287	28.46378	16.0989	15.95808	21.35685	20.10603	11.36743	11.45482	39.17201	19.9939	20.36217	28.04131	26.14631	36.45621	36.64538	67.61983	3.47341	5.72243
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	1.31728	5.65793	5.93279	11.44081	1.61331	0.57875	5.06842	8.76638	0.86851	0.84691	1.70013	1.11175	3.56729	0.22318	0.16393	0.18173	3.63895	1.88393	0.1047	0.19786	0.17435	1.43627	0.61605	2.34039	1.33556	0.5189	0.61551	1.15234	1.55193	0.70025	2.12589	2.1902	1.44269	0.8279	0.75852	2.93913	2.67484	8.32364	7.9856	1.82528	0.15676	0.15305	5.90211	5.8804	2.51794	2.46296	1.47935	1.42838	1.6918	1.42048	3.58559	3.64973	2.35565	1.17894	1.24928	0.48576	0.42015	3.11226	3.06876	5.95402	1.95096	0.40381
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__GCF_000154845	1.31728	5.65793	5.93279	11.44081	1.61331	0.57875	5.06842	8.76638	0.86851	0.84691	1.70013	1.11175	3.56729	0.22318	0.16393	0.18173	3.63895	1.88393	0.1047	0.19786	0.17435	1.43627	0.61605	2.34039	1.33556	0.5189	0.61551	1.15234	1.55193	0.70025	2.12589	2.1902	1.44269	0.8279	0.75852	2.93913	2.67484	8.32364	7.9856	1.82528	0.15676	0.15305	5.90211	5.8804	2.51794	2.46296	1.47935	1.42838	1.6918	1.42048	3.58559	3.64973	2.35565	1.17894	1.24928	0.48576	0.42015	3.11226	3.06876	5.95402	1.95096	0.40381
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0.34167	2.79304	34.40557	0.50521	0.04677	0.00279	38.58924	0.15238	0.0068	1.36615	7.25907	0.15687	0.0	2.18857	24.00109	23.40985	0.00167	0.07516	46.53304	24.62921	23.74373	0.39836	0.06575	21.00397	0.00552	2.16307	1.31061	1.93256	2.72819	0.84162	0.81515	0.8325	0.2255	7.38561	6.73356	0.36512	5.48823	0.68194	0.63484	22.87886	7.47089	7.549	0.24925	0.26116	23.2118	22.55747	14.4104	14.2083	17.54931	16.56915	7.20513	7.22404	35.67408	17.8277	18.06092	23.39328	21.80881	26.61402	26.70974	58.87463	0.92002	3.2113
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915	0.34167	2.79304	34.40557	0.50521	0.04677	0.00279	38.58924	0.15238	0.0068	1.36615	7.25907	0.15687	0.0	2.18857	24.00109	23.40985	0.00167	0.07516	46.53304	24.62921	23.74373	0.39836	0.06575	21.00397	0.00552	2.16307	1.31061	1.93256	2.72819	0.84162	0.81515	0.8325	0.2255	7.38561	6.73356	0.36512	5.48823	0.68194	0.63484	22.87886	7.47089	7.549	0.24925	0.26116	23.2118	22.55747	14.4104	14.2083	17.54931	16.56915	7.20513	7.22404	35.67408	17.8277	18.06092	23.39328	21.80881	26.61402	26.70974	58.87463	0.92002	3.2113
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.00957	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei|t__Bacteroides_dorei_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.00957	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.0	0.01015	0.08661	0.0	0.0	0.0	0.38533	0.01389	0.0	0.00018	0.02288	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	0.01092	0.0	0.0	0.0	0.23161	0.20662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05054	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__Bacteroides_eggerthii_unclassified	0.0	0.01015	0.08661	0.0	0.0	0.0	0.38533	0.01389	0.0	0.00018	0.02288	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	0.01092	0.0	0.0	0.0	0.23161	0.20662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05054	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0.0	0.0	0.0	0.03486	0.0	0.0	0.0	0.0	0.01922	0.10928	0.01141	0.24863	0.72556	0.02241	0.06004	0.03586	0.11148	0.00785	0.0824	0.02214	0.01462	0.02699	0.05366	0.0	0.0	0.0	0.00381	0.0	0.04063	0.0	0.20296	0.15409	0.0	0.04589	0.02633	0.05422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16113	0.12942	0.03164	0.02093	0.0	0.0	0.02789
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__Bacteroides_finegoldii_unclassified	0.0	0.0	0.0	0.03486	0.0	0.0	0.0	0.0	0.01922	0.10928	0.01141	0.24863	0.72556	0.02241	0.06004	0.03586	0.11148	0.00785	0.0824	0.02214	0.01462	0.02699	0.05366	0.0	0.0	0.0	0.00381	0.0	0.04063	0.0	0.20296	0.15409	0.0	0.04589	0.02633	0.05422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16113	0.12942	0.03164	0.02093	0.0	0.0	0.02789
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175	0.0	0.0	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26661	0.22545	0.0	0.0	0.0	3.15431	2.96671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
