ID	reERR3589553_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589593_taxonomic_profile
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_I23	0.0	0.0	0.0	0.0	0.00844	0.0	0.0	0.49359	0.0052	0.01421	0.67186	0.0	0.0	0.0	1.82843	0.0	0.0	7.66585	0.0	0.0	0.35549	0.12743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07479	22.01135	12.99639	2.27288	0.0	0.0	0.08109	0.0	0.0898	0.0	4.74015
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Marine_Group_I_thaumarchaeote_SCGC_AB_629_I23|t__GCF_000399765	0.0	0.0	0.0	0.0	0.00844	0.0	0.0	0.49359	0.0052	0.01421	0.67186	0.0	0.0	0.0	1.82843	0.0	0.0	7.66585	0.0	0.0	0.35549	0.12743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07479	22.01135	12.99639	2.27288	0.0	0.0	0.08109	0.0	0.0898	0.0	4.74015
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_noname|o__Thaumarchaeota_noname|f__Thaumarchaeota_noname|g__Thaumarchaeota_noname|s__Thaumarchaeota_noname_unclassified	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.02298	0.00035	0.01301	0.08538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.00904	0.00526	0.0	0.00056	0.0	0.0	0.00107	0.0	0.0	0.00185	0.04153	0.09538	0.0	0.0	0.00034	0.0	0.00996	0.0	0.02067	0.0	0.0
k__Bacteria	96.70462	98.84706	99.5952	99.53028	95.34195	99.67771	99.69761	81.89631	96.16031	74.3378	80.7954	43.823	97.22955	98.46222	88.31453	99.82222	99.58746	81.65958	99.01173	99.55753	92.88269	91.84801	65.64561	90.5333	99.7814	96.98521	93.80707	93.70296	99.29929	44.56205	98.02708	68.67085	74.35054	95.48975	97.47787	99.07855	98.07169	99.21373	96.44226	51.28068	82.52583
k__Bacteria|p__Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.01674	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.00366	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.01674	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.00366	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.01674	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.00366	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.01674	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.00366	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.01674	0.0	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.00366	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00473
k__Bacteria|p__Actinobacteria	0.13115	0.39246	16.556	15.68121	12.16343	4.89402	15.60189	0.92749	10.96774	2.02843	0.03962	0.0	0.0	0.56703	0.28067	53.05097	0.8894	0.04821	7.53488	7.27465	1.36262	1.63621	4.16453	6.37096	6.8327	0.09904	0.18013	13.56736	9.84677	0.5848	0.00877	0.01831	0.02106	0.31773	0.30023	0.56812	3.67552	1.77352	0.01301	0.00718	0.02068
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.13115	0.39246	16.556	15.68121	12.16343	4.89402	15.60189	0.92749	10.96774	2.02843	0.03962	0.0	0.0	0.56703	0.28067	53.05097	0.8894	0.04821	7.53488	7.27465	1.36262	1.63621	4.16453	6.37096	6.8327	0.09904	0.18013	13.56736	9.84677	0.5848	0.00877	0.01831	0.02106	0.31773	0.30023	0.56812	3.67552	1.77352	0.01301	0.00718	0.02068
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname	0.0	0.0	0.0	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname	0.0	0.0	0.0	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname	0.0	0.0	0.0	0.0	0.00778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA023_J06	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA023_J06|t__GCF_000372265	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA024_D14	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA024_D14|t__GCF_000372025	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA028_A23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA028_A23|t__GCF_000378905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA044_N04	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA044_N04|t__GCF_000378885	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA278_O22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_noname|f__Actinobacteria_noname|g__Actinobacteria_noname|s__actinobacterium_SCGC_AAA278_O22|t__GCF_000372185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.13115	0.39246	16.556	15.68121	12.15565	4.89402	15.60189	0.92749	10.96774	2.02843	0.03962	0.0	0.0	0.56703	0.28067	53.04624	0.8894	0.04821	7.53488	7.27465	1.36262	1.63621	4.16453	6.37096	6.8327	0.09904	0.18013	13.56736	9.84677	0.5848	0.00877	0.01831	0.01955	0.31773	0.30023	0.56812	3.67552	1.77352	0.01301	0.00718	0.02068
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae|g__Dermabacteraceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae	0.12965	0.39246	16.556	15.67231	12.15565	4.88554	15.59282	0.90233	10.96774	2.00527	0.0	0.0	0.0	0.56703	0.25886	53.04624	0.8894	0.03315	7.53488	7.25341	1.33975	1.60827	4.16255	6.36312	6.82986	0.09644	0.17148	13.56093	9.84108	0.58152	0.0	0.0	0.0	0.27654	0.29806	0.56435	3.67552	1.77352	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Candidatus_Aquiluna	0.12965	0.39246	16.556	15.67231	12.15565	4.88554	15.59282	0.90233	10.96774	2.00527	0.0	0.0	0.0	0.56703	0.25886	53.04624	0.8894	0.03315	7.53488	7.25341	1.33975	1.60827	4.16255	6.36312	6.82986	0.09644	0.17148	13.56093	9.84108	0.58152	0.0	0.0	0.0	0.27654	0.29806	0.56435	3.67552	1.77352	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Candidatus_Aquiluna|s__Candidatus_Aquiluna_sp_IMCC13023	0.12965	0.39246	16.556	15.67231	12.15565	4.88554	15.59282	0.90233	10.96774	2.00527	0.0	0.0	0.0	0.56703	0.25886	53.04624	0.8894	0.03315	7.53488	7.25341	1.33975	1.60827	4.16255	6.36312	6.82986	0.09644	0.17148	13.56093	9.84108	0.58152	0.0	0.0	0.0	0.27654	0.29806	0.56435	3.67552	1.77352	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Candidatus_Aquiluna|s__Candidatus_Aquiluna_sp_IMCC13023|t__GCF_000257665	0.12965	0.39246	16.556	15.67231	12.15565	4.88554	15.59282	0.90233	10.96774	2.00527	0.0	0.0	0.0	0.56703	0.25886	53.04624	0.8894	0.03315	7.53488	7.25341	1.33975	1.60827	4.16255	6.36312	6.82986	0.09644	0.17148	13.56093	9.84108	0.58152	0.0	0.0	0.0	0.27654	0.29806	0.56435	3.67552	1.77352	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.00336	0.0	0.01426	0.01359	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.00393	0.00902	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00281
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.00336	0.0	0.01426	0.01359	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.00393	0.00902	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00281
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_unclassified	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.00336	0.0	0.01426	0.01359	0.0	0.0	0.0	0.00617	0.0	0.0	0.0	0.0	0.00393	0.00902	0.00756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00281
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	0.0015	0.0	0.0	0.00644	0.0	0.00847	0.00908	0.01853	0.0	0.0089	0.02251	0.0	0.0	0.0	0.00565	0.0	0.0	0.01088	0.0	0.01731	0.00225	0.01522	0.0	0.00785	0.00284	0.0026	0.00866	0.00643	0.00569	0.00329	0.00877	0.01563	0.01234	0.0412	0.00218	0.00377	0.0	0.0	0.01024	0.00718	0.00479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.00847	0.00819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.01064	0.0	0.01633	0.0	0.01005	0.0	0.00353	0.00284	1e-05	0.00866	0.00564	0.0	0.00065	0.0018	0.00018	0.00638	0.03986	0.00218	0.00377	0.0	0.0	0.00618	0.00666	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	0.0015	0.0	0.0	0.00644	0.0	0.0	0.00089	0.01853	0.0	0.0089	0.02251	0.0	0.0	0.0	0.00401	0.0	0.0	0.00023	0.0	0.00098	0.00225	0.00517	0.0	0.00431	0.0	0.00259	0.0	0.00079	0.00569	0.00263	0.00696	0.01545	0.00596	0.00134	0.0	0.0	0.0	0.0	0.00405	0.00052	0.00479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes	0.0015	0.0	0.0	0.00644	0.0	0.0	0.00089	0.01853	0.0	0.0089	0.02251	0.0	0.0	0.0	0.00401	0.0	0.0	0.00023	0.0	0.00098	0.00225	0.00517	0.0	0.00431	0.0	0.00259	0.0	0.00079	0.00569	0.00263	0.00696	0.01545	0.00596	0.00134	0.0	0.0	0.0	0.0	0.00405	0.00052	0.00479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified	0.0015	0.0	0.0	0.00644	0.0	0.0	0.00089	0.01853	0.0	0.0089	0.02251	0.0	0.0	0.0	0.00401	0.0	0.0	0.00023	0.0	0.00098	0.00225	0.00517	0.0	0.00431	0.0	0.00259	0.0	0.00079	0.00569	0.00263	0.00696	0.01545	0.00596	0.00134	0.0	0.0	0.0	0.0	0.00405	0.00052	0.00479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.00419	0.0	0.0	0.0116	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Pseudonocardia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.00419	0.0	0.0	0.0116	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00999	0.0	0.0	0.00419	0.0	0.0	0.0116	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01005
k__Bacteria|p__Bacteroidetes	12.44691	12.54227	3.93212	1.09227	3.63562	15.00426	12.82923	2.42683	0.91562	0.72901	0.35532	0.05635	3.91945	11.97736	3.48995	19.49545	3.76879	0.53009	7.60823	39.46367	9.95874	5.37394	3.21422	2.59712	15.06026	12.99441	12.79064	4.96737	11.65016	0.15338	0.11796	0.07212	0.12498	29.76438	9.06562	6.06481	9.46027	5.72294	0.01503	0.42964	0.831
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
