X.mOTUs2_clade	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0	0	0	0	0.0028829833	0.0005961628	0.0004074641	0.0002972427	0.0052220798	0.0013725103	0.0005787643	0.000997158	0.0003497651	0.0036657771	0.0002503771	0.0005622546	0.0002204776	0.0005760838	0	0.0002466555	0.0007705396	0.0001251601	0.0005360577	0.0019860823	0.0070888885	0.0003289825	0.0009674605	0.0024046383	0.0026042091	0.0008751082	0.0015665859	0.000483021	0.0011782487	0.0004489412	0.0003180476	0.0017183171	0.0023932208	0	0.0013500962	0.0434437243	0.0016363483	0.0058857325	0	0	9.18578e-05	0.0002858818	0	0.0009695613	7.9016e-05	0.0020991336	0	0	0.0004035282	0.0005176858	5.57848e-05	0	0.000381072	0.0013468271	0.0007350314	0.0001115512	0	0.0023117858	0.000122978	0.000201405	0	0.0002062008	0	0.0008649165	0.0017912793	0.0003021624	0	0.0002100496	0	0.0005183529	0.0001046138	0.0047196397	0.0014635908	0.0008751268	0.0018844973	9.45178e-05	0	0	0.0001858973	0.0025763559	0.0004558984	0.0026136824	0.001465772	0	0	0	0.0003141214	0	0.0024300837	0.0003677115	0.0009025096	0.0007809489	4.97264e-05	0.0029319238	0.0009239693	0.0011679529
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0.0028829833	0.0005961628	0.0004074641	0.0002972427	0.0052220798	0.0013725103	0.0005787643	0.000997158	0.0003497651	0.0036657771	0.0002503771	0.0005622546	0.0002204776	0.0005760838	0	0.0002466555	0.0007705396	0.0001251601	0.0005360577	0.0019860823	0.0070888885	0.0003289825	0.0009674605	0.0024046383	0.0026042091	0.0008751082	0.0015665859	0.000483021	0.0011782487	0.0004489412	0.0003180476	0.0017183171	0.0023932208	0	0.0013500962	0.0434437243	0.0016363483	0.0058857325	0	0	9.18578e-05	0.0002858818	0	0.0009695613	7.9016e-05	0.0020991336	0	0	0.0004035282	0.0005176858	5.57848e-05	0	0.000381072	0.0013468271	0.0007350314	0.0001115512	0	0.0023117858	0.000122978	0.000201405	0	0.0002062008	0	0.0008649165	0.0017912793	0.0003021624	0	0.0002100496	0	0.0005183529	0.0001046138	0.0047196397	0.0014635908	0.0008751268	0.0018844973	9.45178e-05	0	0	0.0001858973	0.0025763559	0.0004558984	0.0026136824	0.001465772	0	0	0	0.0003141214	0	0.0024300837	0.0003677115	0.0009025096	0.0007809489	4.97264e-05	0.0029319238	0.0009239693	0.0011679529
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis	0	0	0	0	0.0002840948	0.000268448	0	0.0001527834	0.0002554377	0.0002276197	0.0001959654	0.0002668069	0	0.0002053873	0	0.0003399906	0	0	0	0	0.0007705396	0.0001251601	0	0.0006963913	0.0046277389	0	0.0005448328	0.0014063345	0.0010329775	0	0.0004730855	0.0002364151	0.000901815	0	0	0.0015332857	0.0001478307	0	0.0007383433	0.0412970518	0.0009396398	0.002420076	0	0	9.18578e-05	0.0001733103	0	0.000459359	7.9016e-05	0	0	0	0.0001729714	0	5.57848e-05	0	0	0.000554406	0	0.0001115512	0	0.0009916386	0	0.000201405	0	0	0	0	0.000568927	0	0	0.0002100496	0	0.0004393859	0.0001046138	0.0025037946	0	0	0	9.45178e-05	0	0	7.72363e-05	0.0001686453	0.0002469099	0	0.0004795734	0	0	0	0.0001495745	0	0.0017706001	0.000232573	0	0	0	0	0.0003741257	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium bifidum	0	0	0	0	0.0004367869	0	0	0	0.0014451267	0.00018911	0.0001897987	0	0	0	0	0.000222264	0.0002204776	0.000391542	0	0	0	0	0	0.0010592441	0.0018527957	0.0002024071	0	0	0	0.0005185098	0	0	0	0	0	0	0	0	0	0	0	0.0016428705	0	0	0	0	0	0.0005102024	0	0	0	0	0	0	0	0	0.0002245124	0	0	0	0	0.0003259336	0	0	0	0	0	0.0001454091	0	0	0	0	0	0	0	0.0003493551	0	0.0004780214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003085976	0	0	0	0	0	0.000201127	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium breve	0	0	0	0	0	0	0	0	0.0022495241	0.0002966608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001758695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum/kashiwanohense	0	0	0	0	0.0003528862	0	0	0	0.0004103574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002304469	0.0002108659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002536885	0	0.0009772247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006662425	0	0.0002116505	0.0001512569	0	0	0	0	0	0	0	0	0	0	0.000329495	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium dentium	0	0	0	0	0	0.0003277148	0.0001582561	0.0001444593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002764337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium longum	0	0	0	0	0.0001445471	0	0.0002492079	0	0.0001161059	8.31441e-05	0	0.0007303512	0.0003497651	0.0034603898	0.0002503771	0	0	0.0001845418	0	0.0002466555	0	0	0.000284995	0	0.0002204139	0.0001265754	0.0004226276	0.0005800236	0.0011823432	0.0003565984	0.0010935004	0.0002466059	0	0.0002174413	0.000142178	0.0001850314	0.0022453901	0	0.0002450376	0.0017584935	0.0004234471	0.0003170855	0	0	0	0	0	0	0	0.0018345188	0	0	0	0	0	0	0	0.0005218926	0.0003788925	0	0	0.0002498334	0	0	0	0	0	0	0.0010219667	0.0001265901	0	0	0	7.89669e-05	0	0.0002928973	0	0	0.0015261774	0	0	0	0.000108661	0	0	0	0.0001567571	0	0	0	0.0001645469	0	0	0	0.0009025096	0.0007809489	0	0.0004829377	0	0.0011679529
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudocatenulatum	0	0	0	0	0.0011230121	0	0	0	0.0003374308	0.0003974512	0	0	0	0	0	0	0	0	0	0	0	0	0.0002510628	0	0	0	0	0	0	0	0	0	0	0.0002315	0	0	0	0	0	0.0001344905	0	0	0	0	0	0.0001125715	0	0	0	0	0	0	0.0002305569	0.0005176858	0	0	0.0001565596	0	0	0	0	0	0.000122978	0	0	0.0001031004	0	0.0005482692	0	0.0001755723	0	0	0	0	0	0	0.0008766152	0.0002803676	0	0	0	0	0	0.0009091609	0.0002089886	0.0016029632	0	0	0	0	0	0	0	0	0	0	4.97264e-05	0.0016649868	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium ruminantium	0	0	0	0	0	0	0	0	0.0001502199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004658068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003487167	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium sp.	0	0	0	0	0	0	0	0	0	0	0.0001930001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002646148	0	0	0	0	0	0	0	0	0.0003561389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003583199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium species incertae sedis [ext_mOTU_v3_26286]	0	0	0	0	0.0005416561	0	0	0	0.0002578772	0.0001785246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001031004	0	0.0001712382	0	0	0	0	0	0	0	0	0.0005869756	0.0001167378	0	0	0	0	0	0.0008323072	0	0.0007990688	0	0	0	0	0	0	0	0	0	0	0	0.0004545044	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium species incertae sedis [ext_mOTU_v3_26532]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001770741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium species incertae sedis [ext_mOTU_v3_26696]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002705286	0	0	0	0.0003331112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006537477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium species incertae sedis [ext_mOTU_v3_26736]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002414882	0.0003888884	0	0	0	0	0	0	0	0	0	0.0003667153	0	0.0002732614	0.0005284758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000411269	0	0	0	0	0	0	0.0002003856	0	0	0	0	0	0	0.0004540382	0	0	0	0	0	0	0	0	0	0	0.0006781846	0	0	0	0	0	0.000350886	0.0001351384	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	0	0	0	0	0	0	0.0004955678	0.0007770905	0	0	0.0004523536	0	0	0	0.0003095672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004604679	0	0	0	0.000259555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	0	0	0	0	0	0	0	0.0004116574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0	0	0	0	0	0	0	0.0004116574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium sp.	0	0	0	0	0	0	0	0.0004116574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales fam. incertae sedis	0	0	0	0	0	0	0.0004955678	0.0003654331	0	0	0.0004523536	0	0	0	0.0003095672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004604679	0	0	0	0.000259555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales fam. incertae sedis|g__Lawsonella	0	0	0	0	0	0	0.0004955678	0.0003654331	0	0	0.0004523536	0	0	0	0.0003095672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004604679	0	0	0	0.000259555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriales fam. incertae sedis|g__Lawsonella|s__Lawsonella clevelandensis [meta_mOTU_v3_12415]	0	0	0	0	0	0	0.0004955678	0.0003654331	0	0	0.0004523536	0	0	0	0.0003095672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004604679	0	0	0	0.000259555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0	0	0	0	0	0	0	0	0.0003337674	0.0003712588	0	0	0.0001790968	0	0.0002504613	0	0	0	0	0.0004971839	0	0	0	0	0	0	0	0.0002412576	0	0	0.0002024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271925	0.0001095619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001795193
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	0	0	0	0	0	0	0	0	0.0003337674	0.0003712588	0	0	0.0001790968	0	0.0002504613	0	0	0	0	0.0004971839	0	0	0	0	0	0	0	0.0002412576	0	0	0.0002024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271925	0.0001095619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0	0	0	0	0	0	0	0	0.0003337674	0.0003712588	0	0	0.0001790968	0	0.0002504613	0	0	0	0	0.0004971839	0	0	0	0	0	0	0	0.0002412576	0	0	0.0002024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271925	0.0001095619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia mucilaginosa	0	0	0	0	0	0	0	0	0.0001653937	0.0001685185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia mucilaginosa	0	0	0	0	0	0	0	0	0.0001683737	0.0002027403	0	0	0.0001790968	0	0.0002504613	0	0	0	0	0.0004971839	0	0	0	0	0	0	0	0.0002412576	0	0	0.0002024139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271925	0.0001095619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001795193
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001795193
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001795193
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	0	0	0	0	0.0001516426	0	0.0002728438	0.0003057103	0	0.0002366557	0.000191585	0.0001304042	0.0002856285	0.0001214738	0.0001543273	0	0	0	0.0002643886	0.0003941957	0.0010293371	0	0	0	0	0	0	0	0	0	0.0002125911	0	0	0.0002195597	0.0002824747	0	0	0.0001958905	0	0	0	0	0	0	0	0	0	0	9.16158e-05	8.47566e-05	0	0	0	0	0.0002406503	0.0001710826	0	0	0	0	0	0	0	0	0	0	0.0002799485	0	0	0	0.0002510888	0	0	0	0	0	0	0	0.0001371641	0	0.0001600174	0	0	0	0	0.0002268395	0.0001978893	0	0	0	0	0	0	0	0.0004490706	0	0	0.0002967315	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	0	0	0	0	0.0001516426	0	0.0002728438	0.0003057103	0	0.0002366557	0.000191585	0.0001304042	0.0002856285	0.0001214738	0.0001543273	0	0	0	0.0002643886	0.0003941957	0.0010293371	0	0	0	0	0	0	0	0	0	0.0002125911	0	0	0.0002195597	0.0002824747	0	0	0.0001958905	0	0	0	0	0	0	0	0	0	0	9.16158e-05	8.47566e-05	0	0	0	0	0.0002406503	0.0001710826	0	0	0	0	0	0	0	0	0	0	0.0002799485	0	0	0	0.0002510888	0	0	0	0	0	0	0	0.0001371641	0	0.0001600174	0	0	0	0	0.0002268395	0.0001978893	0	0	0	0	0	0	0	0.0004490706	0	0	0.0002967315	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0	0	0	0	0.0001516426	0	0.0002728438	0.0003057103	0	0.0002366557	0.000191585	0.0001304042	0.0002856285	0.0001214738	0.0001543273	0	0	0	0.0002643886	0.0003941957	0.0010293371	0	0	0	0	0	0	0	0	0	0.0002125911	0	0	0.0002195597	0.0002824747	0	0	0.0001958905	0	0	0	0	0	0	0	0	0	0	9.16158e-05	8.47566e-05	0	0	0	0	0.0002406503	0.0001710826	0	0	0	0	0	0	0	0	0	0	0.0002799485	0	0	0	0.0002510888	0	0	0	0	0	0	0	0.0001371641	0	0.0001600174	0	0	0	0	0.0002268395	0.0001978893	0	0	0	0	0	0	0	0.0004490706	0	0	0.0002967315	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium acnes	0	0	0	0	0.0001516426	0	0.0002728438	0.0003057103	0	0.0002366557	0.000191585	0.0001304042	0.0002856285	0.0001214738	0.0001543273	0	0	0	0.0002643886	0.0003941957	0.0010293371	0	0	0	0	0	0	0	0	0	0.0002125911	0	0	0.0002195597	0.0002824747	0	0	0.0001958905	0	0	0	0	0	0	0	0	0	0	9.16158e-05	8.47566e-05	0	0	0	0	0.0002406503	0.0001710826	0	0	0	0	0	0	0	0	0	0	0.0002799485	0	0	0	0.0002510888	0	0	0	0	0	0	0	0.0001371641	0	0.0001600174	0	0	0	0	0.0002268395	0.0001978893	0	0	0	0	0	0	0	0.0004490706	0	0	0.0002967315	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0025460758	0.0002091029	0	0	0.0045011656	0	0.0001833496	0	0.0017157921	0.000648937	0.0067522802	0.003134178	0.0035729546	0.0005065107	0	0	0	0.000442257	0	0.0001330792	0	0	0	0.000932949	0.004423813	0.0008498004	0.0021506853	0.0059510533	0.0042155553	0.0013027971	0.0052541547	0.0010745272	0.0010220508	0.0015348569	0.0024276569	0.0031903853	0.0005390057	0	0	0.0113259392	0.0033639229	0.003200872	0.0001343165	0.0001048532	0.0019247631	0	0	0.0009194099	0.0019178822	0.0038671194	0.0008272964	0.0010797777	0.000718897	0.0003272564	0.0004599744	0.0001810054	0	0.0022474211	0.0016629689	0.0002231163	0	0.0021253162	0	0.0018545849	0.002434852	0	0	0.001294436	0.0025540259	0.0002569035	0	0.0019648856	0	0.0002680756	0.0004860162	0.0107267744	0	0.0004664059	0.0025627479	9.70625e-05	0.0011561501	0	0.0012666648	0.0015661908	0.0019725561	0.0009253748	0.0010068954	0.0003556326	0.0004349391	0.0004008832	0.0017190643	0	0	0	0	0	0.0001121259	0.0023562693	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0012142969	0.0002091029	0	0	0.0045011656	0	0	0	0.0017157921	0.000648937	0.0058996766	0.003134178	0.0033392088	0.0005065107	0	0	0	0.000442257	0	0	0	0	0	0.000932949	0.0026362264	0.0008498004	0.0020241918	0.0055817711	0.0042155553	0.0008706482	0.0052541547	0.0010745272	0	0.0015348569	0.0024276569	0.0031903853	0.0005390057	0	0	0.0113259392	0.0022206231	0.0018024231	0.0001343165	0.0001048532	0.0017814542	0	0	0.0009194099	0.0019178822	0.0003672747	0.0008272964	0.0007548566	0.000718897	0.0003272564	0.0004599744	0	0	0.0011884985	0	0	0	0.0014850686	0	0.0010946903	0.0017268611	0	0	0.001294436	0.0012640629	0.0002569035	0	0.0017768273	0	0	0.0002667362	0.007731609	0	0.0004664059	0	0	0.0004128852	0	0.0001794269	0.0006359885	0	0.0005545795	0.0007205359	0	0	0	0.0004189867	0	0	0	0	0	0.0001121259	0.0006295572	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0	0	0	0	0	0	0	0	0.0003905143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
