X.mOTUs2_clade	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17335]	0.0012768892	0.0001411763	0.0011601147	0	0.0002502144	0	0	0.000150172	0.0001618907	9.22104e-05	0.0005540793	0.0003856846	0	0.0002285513	3.92937e-05	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17336]	0	0	4.82731e-05	2.75273e-05	7.41109e-05	0	0	0	0	0	0.000287882	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17337]	0.0022396279	0.0005505902	0.0196903015	0.0009947011	0.0042834667	0.0020162463	0.0006175091	0.0027827477	0.0018136652	0.0008430122	0.0048881584	0.0008780882	0	0.0004236057	0.000565591	0.0012689726
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17339]	0	0	0	6.70032e-05	0.000521199	0	0	0	0	0	0	0	0	0	2.19727e-05	1.98139e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17340]	0	0	0	0.0026078734	0	0	0.0007989511	0.0004961798	0.0040696531	0.0014288717	0.0009586043	0.0011059898	0	0.0003826521	0.0010442434	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17342]	0	0	0.0005499235	2.58763e-05	0.0004582978	0	0	0	0	0	0.000418777	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17344]	0	0	0	0	0	0	0	0	0	0	0.000123378	6.88609e-05	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17345]	0.0002330515	0.0001873885	0.0017525141	0.000582208	0.0013957631	0.0002783271	0	0.0016079134	0	8.23068e-05	0.0003874983	0.0005944561	0	7.71649e-05	0.0002226621	0.0003027815
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17347]	0	0	0	0	2.46023e-05	0	0	0.000436858	0	0	0.0009832637	5.8869e-05	0	0.0001543298	8.211e-06	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17348]	0.0006946858	0.0001658356	0.022114675	0.0008388505	0.0041788831	0.0013969384	0.000893966	0.0076901706	0.0007442972	0.000546973	0.0011894821	0.0002004606	0	0.0005576777	0.0002633633	0.0011117022
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17349]	0	0	0	0	5.27099e-05	0	0	0	0	0	0	0	0	0	1.82466e-05	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17350]	0	0	0.0007661035	0	0.0017299569	0	0	0	0	0	0.0013393953	0	0	0	0	0.0001228661
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17351]	0	0	0.0002587457	0.000120635	0.0023729706	0.0004054244	0	0	0	0	0	0	0	0	6.52895e-05	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17353]	0	0	0	0.0001644496	0.0011773235	0	0	0.0002122215	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17637]	0.0001643714	0.0001222843	0.0022202431	0.000269772	0.0001661494	0.0001391635	0	0	0.0002330961	0.0002297779	0.0019471201	0.0005415991	0	0.0001793022	0.0001267296	0.0004552447
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17717]	0.00017114	2.4556e-05	0.001004995	8.27317e-05	0.0002781515	0.0002188373	9.08259e-05	0.0002067934	0	0	0.0002123888	0.0003558164	0	3.52445e-05	2.66833e-05	2.5761e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17718]	0	0	0	0.000237404	0	0	0.0001511258	0	0	0	0	0	0	0	0	1.58511e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17774]	0	0	0	0	0	0	0	0	0	0.0001037409	0	0.0001582552	0	0.0002570969	0	1.58511e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_17929]	0	0	0	0	0.000151916	9.35387e-05	0	0	0	0	0	0	0	0	2.12364e-05	0.0001366252
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_18026]	0	0	0	0	3.89232e-05	0	0	0	0	0	0	0	0	0.0001128399	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_24609]	0	0.0001118251	0	0	0	0	0	0	6.75672e-05	0	0	0	0	0.0002405898	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26362]	0	0	0.0028768593	0	0	0.0011314842	0	0	0	0	0.0011452237	0	0	0	0	0.0001951558
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26423]	0	0	0	0.0001875036	0.0001163328	0	0	8.81986e-05	0	0	0	6.24815e-05	0	0	3.95968e-05	4.95544e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26448]	0	0	0	0	0.0016158852	0	0	0.0011076597	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26667]	0.0306393034	0.0436203209	0.0126375502	0.004059035	0.0256388552	0.0081031263	0.00393478	0.0218549119	0.0785677099	0.0091766066	0.0021127257	0.0077951346	0.0577336505	0.0393700083	0.0029444912	0.008196043
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26704]	0.0001602067	0	0	0	0	0	0	0	0.0001846073	0.000202277	0.000552308	0.0002272933	0	8.31359e-05	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26711]	0	0	0	0	0.0101416804	0	0	0	0	0	0.007689244	0.0008177051	0	0.0012427463	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [ext_mOTU_v3_26724]	0	6.24628e-05	0	3.72061e-05	0.000259117	0	0	0	0	5.56141e-05	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [meta_mOTU_v3_12451]	0	0	0	0.0010714552	0.0005359946	0.0010772057	0.0002331336	0.0012605919	0	0.0002872106	0	0.0002168846	0	0	0.0003793183	0.0006587311
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [meta_mOTU_v3_13333]	0	0	0.0049413399	0.0005698197	0.0026560175	0.0007097735	0	0	0	9.74262e-05	0.0023554348	0.0001291455	0	0	0	0.0001957372
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella species incertae sedis [meta_mOTU_v3_13400]	0.0001935831	0.0001594336	0	2.17046e-05	0.0001042727	0	0	0	0.000130412	6.62713e-05	0	0.0001046527	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris	0.0172902526	0.0230051665	0.0071633782	0.0029552873	0.0137223937	0.0022074044	0.0017836361	0.0109238272	0.0395110003	0.0039167766	0.0013535288	0.0024387029	0.0280195831	0.0245528606	0.0019671509	0.0040065448
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei	0.01206625	0.0110338759	0.0203879833	0.0164453063	0.01965477	0.0245883727	0.0057351881	0.0482490878	0.0408232387	0.0212414031	0.0044233711	0.0153921444	0	0.0170729221	0.0160217862	0.0309663526
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae gen. incertae sedis	0	0	0.0007222041	0.0017898845	0.0018761611	0.0004556292	0.0001141283	0	0	0	0	0	0	7.71649e-05	0.0003697326	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae gen. incertae sedis|s__Coriobacteriaceae species incertae sedis [ext_mOTU_v3_17648]	0	0	0.0007222041	0.0017898845	0.0018761611	0.0004556292	0.0001141283	0	0	0	0	0	0	0	0.0003697326	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae gen. incertae sedis|s__Coriobacteriaceae species incertae sedis [ext_mOTU_v3_17853]	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71649e-05	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.000612209	0.0006055713	0	0	0	0	0	3.22883e-05	0.001488831	0.0006468248	0.0001222487	0.0010094025	0	0.0023318875	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma massiliensis	0.0003780206	0.000363222	0	0	0	0	0	0	0.0012621335	0.0003837665	5.15055e-05	0.0007872604	0	0.0016731565	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella] massiliensis/timonensis	0.0002341884	0.0002423493	0	0	0	0	0	3.22883e-05	0.0002266975	0.0002630583	7.07431e-05	0.000222142	0	0.000658731	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0.0068710494	0.0127074297	0.0031040236	0.012229968	0.0122897698	0.0069589805	0.0055064739	0.0055105414	0.0179933391	0.0057534731	0.002750309	0.0037925491	0.0068803512	0.0129032498	0.0043246578	0.0072389071
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0068710494	0.0127074297	0.0031040236	0.012229968	0.0122897698	0.0069589805	0.0055064739	0.0055105414	0.0179933391	0.0057534731	0.002750309	0.0037925491	0.0068803512	0.0129032498	0.0043246578	0.0072389071
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1103e-06	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1103e-06	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis	0.0068710494	0.0127074297	0.0031040236	0.012229968	0.0122897698	0.0069589805	0.0055064739	0.0055105414	0.0179933391	0.0057534731	0.002750309	0.0037925491	0.0068803512	0.0129032498	0.0043205475	0.0072389071
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_15441]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63269e-05	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_15443]	0	0	0	8.6495e-06	0	0	0	0	0	0	0	0	0	0	0	9.6957e-06
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_15449]	0	0	0	2.82135e-05	0	0	6.03615e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_16136]	0.0031758514	0.0057388565	0.0015892906	0.0084406858	0.0073603648	0.0049635509	0.0038873465	0.0040231372	0.0060782203	0.0022300152	0.0013888839	0.0024845985	0	0.0050868526	0.0028785156	0.0023083591
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_17804]	0.0004691396	0.0004563117	0	0.0002595038	5.20411e-05	0	0	0	0.0011970486	0.0002911539	0.000141998	0.0001092334	0	0.000638451	0	2.8152e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_17849]	0.0018219269	0.0029696761	0.0002179595	0.0005539138	0.0003610955	0.0003217008	0.0003172973	0.0003256729	0.0016207968	0.0012399542	0.0004738911	0.0004392318	0.0021281345	0.0032932156	0.0002999902	0.0005397162
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_17850]	0.0014041316	0.0034886683	0.0011987774	0.0028382554	0.0043963166	0.0016737288	0.0010892419	0.0010752765	0.0089586329	0.0019923498	0.0007455359	0.0007594853	0.0047522168	0.0038296567	0.0010487488	0.0042810473
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_17851]	0	5.39172e-05	9.79962e-05	0.0001007461	0.0001199517	0	0.0001522267	8.64548e-05	0.0001386405	0	0	0	0	5.50739e-05	7.6966e-05	7.19368e-05
k__Bacteria|p__Bacteria phylum incertae sedis	0	0	0	1.36211e-05	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0	0	0	1.36211e-05	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0	0	0	1.36211e-05	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis	0	0	0	1.36211e-05	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis	0	0	0	1.36211e-05	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__bacterium LF-3	0	0	0	1.36211e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__bacterium OL-1	0	0	0	0	0	0	0	0.0001654324	0	0	0	1.54419e-05	0	0	0	0
k__Bacteria|p__Bacteroidetes	0.3196740646	0.3273274283	0.1615631771	0.2615960008	0.1574263268	0.2577526809	0.4091652619	0.0934593241	0.1080437207	0.5219108377	0.6282627891	0.5233034869	0.1347567027	0.2589394753	0.3001279979	0.1547621065
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.3196740646	0.3273274283	0.1615631771	0.2615960008	0.1574263268	0.2577526809	0.4091652619	0.0934593241	0.1080437207	0.5219108377	0.6282627891	0.5233034869	0.1347567027	0.2589394753	0.3001279979	0.1547621065
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.3196740646	0.3273274283	0.1615631771	0.2615960008	0.1574263268	0.2577526809	0.4091652619	0.0934593241	0.1080437207	0.5219108377	0.6282627891	0.5233034869	0.1347567027	0.2589394753	0.3001279979	0.1547621065
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0524116557	0.1215691807	0.0031111928	0.0273084312	0.0172686714	0.0518738509	0.0483773207	0.0269805072	0.1017625354	0.0380529368	0.0335463534	0.0314716767	0.134654336	0.07327491	0.0403658848	0.0575956783
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0524116557	0.1215691807	0.0031111928	0.0273084312	0.0172686714	0.0518738509	0.0483773207	0.0269805072	0.1017625354	0.0380529368	0.0335463534	0.0314716767	0.134654336	0.07327491	0.0403658848	0.0575956783
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecimuris	0	0	0	0	0	0	3.97356e-05	0	0	0	0	0	0	0	0.0003693671	1.13988e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprocola	0.0062993483	0.0122137657	0.0005889622	0.0029070923	0.0012509885	0.0053308971	0.0101106621	0.0036133799	0.0023049285	0.0096032509	0.0045426547	0.0036068231	0	0.007837279	0.0068064282	0.0049621724
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprophilus	0.013629766	0.0172662687	4.08761e-05	0.0009947859	0.0002988848	0.0001118101	0.0013379614	0	0.0094292994	0.0029362125	0.0184322266	0.0018541521	0	0.0091441833	9.5832e-06	0.0005676548
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides dorei/vulgatus	0.0001360788	0.0001513805	0.0001023293	0.0014973287	0.0006140518	0.0006936214	0.0007556681	9.81475e-05	0.0152073314	0.0001684781	2.49175e-05	0.0016530346	0.0394443244	0.0001381482	0.0025699272	0.0047179351
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii	0	0	0	0.000600947	0	0.0001820171	0.000115979	0	0	7.27397e-05	0	0.0003494428	0	0.0001971475	0	0.0012098426
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	0.00013875	5.46081e-05	0.0001334423	7.0305e-06	1.30103e-05	0	0	0	0.0026275709	5.60007e-05	3.3129e-05	1.10977e-05	2.74306e-05	0.0002007405	4.0468e-06	1.82381e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis	0	0	0	6.4305e-06	0	0	0	0	0	0	0	0	0	0	4.7786e-06	9.6849e-06
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides massiliensis	0	0	0	0	6.0729e-06	0	0	0	0	0	0	0	0	0	1.54606e-05	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides plebeius	0.0286748288	0.0725491196	0.0016443123	0.0067024183	0.0062361617	0.0099599901	0.0160290906	0.0073864714	0.012042525	0.0222391072	0.0103906037	0.0200539337	0	0.0505900666	0.0115040856	0.0074815136
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp.	0	0	0	0	0	1.51681e-05	0.000156845	0	0.0004821291	5.05434e-05	0	7.20941e-05	0.002499426	0	0.0003678552	1.30417e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_15336]	0	0	0	0	0	0.0005726629	0.000946395	0.0002381121	0	0	0	0	0	0	1.40693e-05	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_15346]	0	0	0	1.3047e-05	2.75353e-05	0	0	0	0	0	0	0	0	0	1.7039e-05	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_15353]	0	0	0.0001031829	7.05239e-05	6.2168e-05	0.0007181103	0.0039240479	0	0	0	0	0	0	0	2.72752e-05	3.85997e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_15354]	0	0	0.0002862193	0.0079526275	0.0045632454	0.0290025745	0.0115818017	0.003781364	0	0	0	0.0020247152	0	0	0.0160799455	0.0247290196
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_17504]	5.2685e-05	0	5.45015e-05	0	0	0	0	0	0.0003930627	0	0	1.90837e-05	0.0002421945	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_17683]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66562e-05	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_17779]	0	0.0001513805	0	0	0	0	0	0	0	0.0001159345	0	0	0	0.0001205228	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_17856]	4.85917e-05	0.0001172127	0	0	0	0	0	0	0.0002015089	0	0	0	0	0.000232287	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_18052]	4.96972e-05	0	0	0	0	0	0	0	0	9.55524e-05	0	0.0003211015	0	0.000122444	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_18132]	0	0	0	0	0	0	0	0	0	0	2.79602e-05	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_26451]	0	0	0	0	0	0.0001160635	0	0	0	0	0	3.35002e-05	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_26915]	0	0	0	3.87066e-05	0	0.0001558027	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides species incertae sedis [ext_mOTU_v3_28747]	0	0	0	6.13174e-05	6.26913e-05	0	8.91757e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0.0033819097	0.0190654449	0.0001573669	0.0064561756	0.003950489	0.0047629247	0.0031572562	0.0115453101	0.0578687273	0.0025976817	9.48617e-05	0.0013167767	0.0771647138	0.0046920912	0.0024832431	0.0132683075
