X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22346]	0.0007003137	9.91494e-05	0.0002322884	5.37795e-05	0.0031528968	0.0045534633	0.0018012009	0.0053279817	0.0035187088	0.0021988916	4.50818e-05	3.92445e-05	2.60398e-05	1.2552e-05	0.0003108235	1.33568e-05	2.73474e-05	0.0001114839	0.0048761634	0.0038384934	0.0198732718	0.0169139156	0.0011931544	0.0014751012	0	0.0144989312	0.0010210414	0.0004045908	3.12477e-05	2.65481e-05	0	0	6.32969e-05	0.0001111668	0.0006956366	0	0.0002448656	1.60339e-05	0	0	0.0001917563
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22349]	0.0002613318	0.0004021065	0.000106023	0.0003651592	0.0017364586	0.0095345153	0.0030102815	0.0010226468	0.0035863147	0.002458294	2.54915e-05	0.0002684263	0.0001416919	1.2399e-05	5.54392e-05	0	0.0001122995	0	0.0034553112	0.0044665753	0.005242153	0.0065985676	5.30006e-05	0.006580816	1.19479e-05	0.0043367569	0.0008445504	0.0001254263	0	9.42032e-05	0	0	0	7.33674e-05	0.000154129	0	0.000164911	2.59863e-05	0	2.27882e-05	3.51737e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22364]	1.55872e-05	1.59566e-05	0	0	0	3.25532e-05	1.46659e-05	5.85008e-05	0	3.16477e-05	2.01938e-05	0	0	0	0.0005397071	0	0	0.002804164	1.12667e-05	2.37189e-05	0.0009095769	0.0019735519	0	0	0	0	0.0006478802	0	0	0	0	0	6.36794e-05	0	0	0	7.4393e-05	0	0	0	0.0003274127
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22385]	2.56075e-05	2.24951e-05	0	4.94266e-05	0.0011899315	0.0008439202	0.0001691655	0.0001551103	0.0016259436	0.0007141835	1.28668e-05	0.0002849162	2.23796e-05	0	2.14933e-05	0	0	0	0.0002257414	0.0001868762	0.0002454749	0.0001146617	0.0002843806	0.0025728483	1.19479e-05	0.0001152981	4.00349e-05	0	6.61287e-05	2.22831e-05	0	0	0	2.72459e-05	1.30861e-05	0	5.9148e-05	0	0	1.71272e-05	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22388]	9.06741e-05	1.22914e-05	0	0	0.0001032121	0.0007828849	0.0002459138	0.0018090879	7.85584e-05	0.0002645572	0	0	0	0	0.0001748124	0	0	5.75878e-05	0.0008508587	0.0002144053	0.0060902281	0.0077286686	9.9285e-06	6.30731e-05	0	7.99058e-05	0.0001784416	2.81707e-05	0	0	0	0	0	2.35828e-05	0.0001046624	0	0.0001388393	0	0	0	2.12157e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22400]	0	0	0	0	0	0	0	0.0007386587	0	0	0	0	0	0	1.39896e-05	0	0	5.16244e-05	0	1.40519e-05	0.000593175	0.0010095796	0	0	0	0	3.37403e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22401]	5.34422e-05	1.12605e-05	0	0	1.26175e-05	9.06253e-05	1.87742e-05	0.0012699451	1.41971e-05	0.0001417583	2.48882e-05	0.0001125768	0	0	0.0003955871	0	0	0.0002146424	7.52555e-05	3.28705e-05	0.0013294697	0.0015726021	1.21099e-05	4.02724e-05	0	0	0.0001476867	0	0	3.14969e-05	0	0	0	4.61351e-05	5.63548e-05	0	0.0001431854	0	0	0	0.0002411755
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_22420]	0	0	0	0	0	0	0	0	0	0.0007879999	9.98213e-05	0.0002962113	0	0	0	0	0	0	0	0	0	0	0	0.0005192582	0	0	0	0	0	0.003073262	1.10448e-05	0	0	0	0	0	0	0	1.60505e-05	2.31561e-05	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_24464]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009504681	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_24470]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26475e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_24482]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002544998	0	0	0	0	0	0	0	0.0001360744	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_25845]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14706e-05	1.09286e-05	0	0	0	0	0	0	9.0026e-06	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30578]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77157e-05	2.78092e-05	0	0	0	0	0	0	2.69446e-05	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30579]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89616e-05	0	0	0	0	0	0	0	3.59262e-05	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30766]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022861	8.1088e-05	0	0	0	0	0	0	0.0002263613	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30783]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80418e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30876]	0	0	0	0	0	0	0	0	0	4.81749e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60052e-05	0	0	0	0	0	0.0001794342	8.4385e-06	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30900]	0	0	0	0	0	0	0	9.96603e-05	0	2.53197e-05	0.000415639	0	0	0	0.0022334832	0	0	0.0034490015	0	0	0.0001851351	5.41751e-05	0	0	0	0	0	0	0	0	0	1.83744e-05	0.003943475	1.77334e-05	0	0	8.10899e-05	0	0	0	0.0013381214
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30933]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62525e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_30952]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02773e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31140]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08912e-05	0	0	0	0	0	0	7.758e-06	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31164]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43952e-05	0	0	0	0	0	0	0	5.78132e-05	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31167]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08795e-05	0	0	0	0	0	0	0	1.13731e-05	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31171]	0	0	0	0	0	0	0	6.62332e-05	0	0	0	0	0	0	9.92713e-05	0	0	0.0001574942	0	0	3.08559e-05	2.70875e-05	0	0	0	0	0	0	0	0	0	0	0.0002782076	0	0	0	0	0	0	0	0.000144492
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31194]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5047e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31228]	0	0	0	0	0	0	0	0	0	0	2.32661e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003489793	0.0007652691	0	0	0	0	0	0	0.0002683766	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31234]	0	0	0	0	0	0	0	0	0	3.66563e-05	8.98771e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46672e-05	0.0003121563	0.0001754201	0	0	0	0	0	0	0.0003627058	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31284]	0	0	0	0	0	0	0	0	0	0	7.84182e-05	0	0	0	0	0	0	0	0	0	1.6293e-05	2.57218e-05	0	0	0	0	0	0	0	0	0	0.0012851367	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31287]	0	0	0	0	0	0	0	0	0	0	0.0001474848	0	0	0	3.54515e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027464952	0	0	0	0	0	0	0	0	1.02181e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31335]	0	0	0	0	0	0	0	6.11949e-05	4.10202e-05	5.30768e-05	2.65948e-05	0.0017757702	0	0	0	0	0	0	0	0	2.25498e-05	0	2.23826e-05	4.04774e-05	0	0	0	0	0	0.0002432627	0	0	0	0	0	0	0	0	0	4.57276e-05	1.85133e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31434]	0	0	0	0	0	0	0	9.99152e-05	0	0.000334585	0.0059424357	0	0	0	0.0037043533	0	0	0.0011245125	0	0	0	0	0	0	0	0	5.4789e-05	0	0	4.74188e-05	0	0	0.0001958461	5.66669e-05	1.96034e-05	0	0.0002451038	0	0	0	0.0010442126
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31557]	1.90854e-05	0	0	3.00327e-05	0.0004354362	0.0014258728	0.000129761	0.0020682416	0.0003150792	0.0001350678	0	0.0010199883	0	0	0.0001545756	0	0	7.10925e-05	0.0018083793	0.0001199317	0.0050400852	0.0023219163	5.80751e-05	0.0001463886	0	0	2.60193e-05	0	0	4.20359e-05	0	0	0	0	0	0	9.97712e-05	0	0	6.1211e-05	4.37695e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31559]	5.62543e-05	0	0	0	2.31321e-05	0.0001719174	3.74785e-05	0.0022486003	9.41412e-05	8.53055e-05	0.0001827975	4.97891e-05	0	0	0.0001991396	0	0	4.48859e-05	0.0002736113	6.6332e-05	0.0031591418	0.0025046336	1.26016e-05	3.52314e-05	0	0	0.0001128785	3.04672e-05	0	3.05754e-05	0	0	0	0	0	0	0.0001215169	0	0	0	0.0001278592
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31580]	2.86804e-05	0	0	0	0	0	0	0.0003221859	0	0	0	0	0	0	0.0003325054	0	0	0.0009715797	0	1.53638e-05	0.000483206	0.0011784095	0	0	0	0	7.05695e-05	0	0	0	0	0	6.49265e-05	0	0	0	3.85503e-05	0	0	0	6.08839e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31581]	1.80313e-05	0	0	0	0	2.06425e-05	0	0.0001617878	0	0	0	0	0	0	0.0001556565	0	0	0.0010039019	0	1.56183e-05	0.0004905274	0.0012429631	0	0	0	0	0.0006644328	0	0	0	0	2.92037e-05	1.51918e-05	0	0	0	2.14375e-05	0	0	0	2.24977e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31650]	0	0	0	0	0	0	0	1.75502e-05	0	1.41218e-05	0.0014698901	0	0	0	0.0002738976	0	0	3.15242e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8906e-06	0.0001198672	1.87292e-05	0	0	2.05266e-05	0	0	0	3.59542e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [ext_mOTU_v3_31652]	0.0001135835	1.12595e-05	0	0	3.22324e-05	7.39826e-05	2.82922e-05	0.0009047719	4.48207e-05	0.0026741283	0.0024941418	7.15822e-05	0	0	0.0002060068	0	0	0.0001117637	0.0001715696	0.0001210462	0.0026277608	0.0026951284	0	0.000189619	0	0.0001850124	0.0002946346	0	0	0.0003339671	9.4187e-06	0.0001870158	7.10727e-05	0.000130225	0.0005175638	0	7.17884e-05	0	1.45209e-05	0	0.0009127192
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [meta_mOTU_v3_13900]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79137e-05	2.64398e-05	0	0	0	0	0	0	2.84166e-05	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Euryarchaeota species incertae sedis [meta_mOTU_v3_14261]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26875e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Marine Group III euryarchaeote CG-Bathy1 [meta_mOTU_v3_14231]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05233e-05	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Marine Group III euryarchaeote CG-Epi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8338e-06	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__Marine Group III euryarchaeote CG-Epi2 [meta_mOTU_v3_14409]	0	0	0	0	0	0	0	0	0	0.0001854971	0.0028248144	0	0	0	4.23658e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38776e-05	0.0003283251	0.001824184	0	0	0	0	0	0	0.000274644	0	2.72133e-05
k__Archaea|p__Euryarchaeota|c__Euryarchaeota class incertae sedis|o__Euryarchaeota order incertae sedis|f__Euryarchaeota fam. incertae sedis|g__Euryarchaeota gen. incertae sedis|s__uncultured Candidatus Thalassoarchaea euryarchaeote [meta_mOTU_v3_13231]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014644431	0.0016509372	0	0	0	0	0	0	0.0106744594	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria	0	0	0	0	0	0	0	1.26553e-05	0	0	9.57472e-05	0	0	0	0.0011241238	0	0	0.0009496548	0	0	2.08162e-05	1.73326e-05	0	0	0	0	0	0	0	0	0	1.83383e-05	0.0003679393	1.40072e-05	0	0	4.97429e-05	0	0	0	0.0001352487
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteria order incertae sedis	0	0	0	0	0	0	0	1.26553e-05	0	0	4.10032e-05	0	0	0	0.0011241238	0	0	0.0009496548	0	0	2.08162e-05	1.73326e-05	0	0	0	0	0	0	0	0	0	1.83383e-05	0.0003679393	1.40072e-05	0	0	4.97429e-05	0	0	0	0.0001352487
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteria order incertae sedis|f__Halobacteria fam. incertae sedis	0	0	0	0	0	0	0	1.26553e-05	0	0	4.10032e-05	0	0	0	0.0011241238	0	0	0.0009496548	0	0	2.08162e-05	1.73326e-05	0	0	0	0	0	0	0	0	0	1.83383e-05	0.0003679393	1.40072e-05	0	0	4.97429e-05	0	0	0	0.0001352487
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteria order incertae sedis|f__Halobacteria fam. incertae sedis|g__Halobacteria gen. incertae sedis	0	0	0	0	0	0	0	1.26553e-05	0	0	4.10032e-05	0	0	0	0.0011241238	0	0	0.0009496548	0	0	2.08162e-05	1.73326e-05	0	0	0	0	0	0	0	0	0	1.83383e-05	0.0003679393	1.40072e-05	0	0	4.97429e-05	0	0	0	0.0001352487
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteria order incertae sedis|f__Halobacteria fam. incertae sedis|g__Halobacteria gen. incertae sedis|s__Halobacteria species incertae sedis [ext_mOTU_v3_22304]	0	0	0	0	0	0	0	1.26553e-05	0	0	4.10032e-05	0	0	0	0.0011241238	0	0	0.0009496548	0	0	2.08162e-05	1.73326e-05	0	0	0	0	0	0	0	0	0	1.83383e-05	0.0003679393	1.40072e-05	0	0	4.97429e-05	0	0	0	0.0001352487
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales	0	0	0	0	0	0	0	0	0	0	5.47441e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae	0	0	0	0	0	0	0	0	0	0	5.47441e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum	0	0	0	0	0	0	0	0	0	0	5.47441e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum walsbyi	0	0	0	0	0	0	0	0	0	0	2.59541e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|g__Haloquadratum|s__Haloquadratum walsbyi	0	0	0	0	0	0	0	0	0	0	2.879e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	0.0071709084	0.0015791105	0.0001084453	1.5016e-05	0.0005815778	0.0003017021	0.000319474	0.1271313653	0.0026655102	0.0757615732	0.0487310999	2.06867e-05	0	0.0017882091	0.0565598559	2.16062e-05	0.0001446889	0.0889748494	0.0003830322	0.000472159	0.0442866734	0.0729552129	0.0003796662	0.003558985	0.0001247706	0.002415244	0.0173281291	0.0003309107	3.72802e-05	0.0026169847	0.0037099595	0.078104185	0.1261975426	0.0051108126	0.0054254807	0	0.0083282455	0.0001792345	0.0047625104	5.35408e-05	0.068210113
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis	0.0071709084	0.0015791105	0.0001084453	1.5016e-05	0.0005815778	0.0003017021	0.000319474	0.1271313653	0.0026655102	0.0757615732	0.0487310999	2.06867e-05	0	0.0017882091	0.0565598559	2.16062e-05	0.0001446889	0.0889748494	0.0003830322	0.000472159	0.0442866734	0.0729552129	0.0003796662	0.003558985	0.0001247706	0.002415244	0.0173281291	0.0003309107	3.72802e-05	0.0026169847	0.0037099595	0.078104185	0.1261975426	0.0051108126	0.0054254807	0	0.0083282455	0.0001792345	0.0047625104	5.35408e-05	0.068210113
