X.mOTUs2_clade	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter|s__Mycolicibacter heraklionensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012634165	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter|s__Mycolicibacter minnesotensis	0	0	0	0.0051922731	0	0	0	0	0	0	0	0.0034173634	0	0	0	0	0.0023237304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae	0.0067692213	0	0	0.0069117825	0	0	0	0	0.0096646071	0.0013819261	0.003465591	0.0117938603	0	0	0.0017371791	0	0.0033564995	0	0	0	0	0	0	0	0.0096485425	0	0.0021720326	0.0001905638	0.004332733	0	0	0	0.0040399813	0.006534725
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033564995	0	0	0	0	0	0	0	0.0009004307	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia grenadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033564995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia salmonicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009004307	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus	0.0067692213	0	0	0.0069117825	0	0	0	0	0.0096646071	0.0013819261	0.003465591	0.0117938603	0	0	0.0017371791	0	0	0	0	0	0	0	0	0	0.0087481117	0	0.0021720326	0.0001905638	0.004332733	0	0	0	0.0040399813	0.006534725
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus defluvii	0	0	0	0	0	0	0	0	0	0	0	0.0026071357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus fascians	0	0	0	0	0	0	0	0	0.0096646071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030807514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus hoagii	0.0067692213	0	0	0.0069117825	0	0	0	0	0	0.0013819261	0.003465591	0.0091867246	0	0	0.0017371791	0	0	0	0	0	0	0	0	0	0.0066344956	0	0.0021720326	0.0001905638	0.004332733	0	0	0	0.0040399813	0.0034539736
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus triatomae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021136162	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048701448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048701448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Jatrophihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048701448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Jatrophihabitans|s__Jatrophihabitans endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048701448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales	0	0.0040074768	0.0014513768	0	0.0048804647	0	0	0	0.0045271813	0	0	0	0	0	0	0.0083186299	0	0	0	0	0	0	0	0	0	0	0	0.0007197818	0	0	0	0.013141507	0	0.001556868
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae	0	0.0040074768	0.0014513768	0	0.0048804647	0	0	0	0.0045271813	0	0	0	0	0	0	0.0083186299	0	0	0	0	0	0	0	0	0	0	0	0.0007197818	0	0	0	0.013141507	0	0.001556868
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001086963	0	0	0	0.0018833528	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus species incertae sedis [ext_mOTU_v3_28529]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001086963	0	0	0	0.0018833528	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020359393	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Geodermatophilus|s__Geodermatophilus sp. DSM 45219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020359393	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Klenkia	0	0.0040074768	0.0014513768	0	0.0048804647	0	0	0	0.0045271813	0	0	0	0	0	0	0.0083186299	0	0	0	0	0	0	0	0	0	0	0	0.0006110855	0	0	0	0.0092222148	0	0.001556868
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Klenkia|s__Klenkia marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002848381	0	0	0	0	0	0.001556868
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Geodermatophilales|f__Geodermatophilaceae|g__Klenkia|s__Klenkia taihuensis/brasiliensis	0	0.0040074768	0.0014513768	0	0.0048804647	0	0	0	0.0045271813	0	0	0	0	0	0	0.0083186299	0	0	0	0	0	0	0	0	0	0	0	0.0003262474	0	0	0	0.0092222148	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031017424	0	0	0	0	0.0110864594	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031017424	0	0	0	0	0.0110864594	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031017424	0	0	0	0	0.0110864594	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia|s__Kineosporia aurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031017424	0	0	0	0	0.0110864594	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.0196787285	0.0939655954	0.0745962677	0.0412372167	0.2714418852	0	0.0878958767	0.0058230097	0.0749011003	0	0.1095820351	0.065698711	0.0177136646	0.1834487743	0.0133375414	0.2330491874	0.0242865812	0.1348736741	0.0063242284	0.0380340244	0.0595882342	0.055084999	0.053753703	0.1816906698	0.0243212949	0.083216075	0.040177729	0.0438951026	0.0398332641	0.0728568482	0.0233018356	0.1304546126	0.034429536	0.1572110352
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0.0036651541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0.0036651541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium epidermidis/linens	0	0	0	0	0	0	0	0	0	0	0	0.0021958273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium sp. VCM10	0	0	0	0	0	0	0	0	0	0	0	0.0014693268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae	0	0	0	0	0	0	0.0097179193	0	0	0	0	0	0	0	0	0	0.0021539034	0.0114171019	0	0	0.0091699694	0	0.0042219452	0	0	0	0.0015315657	0.0005449683	0	0	0	0.0047117452	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas	0	0	0	0	0	0	0.0097179193	0	0	0	0	0	0	0	0	0	0.0021539034	0.0114171019	0	0	0.0091699694	0	0.0042219452	0	0	0	0.0015315657	0.0005449683	0	0	0	0.0047117452	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas cellasea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001450285	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas iranensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114171019	0	0	0.0091699694	0	0.0042219452	0	0	0	0	0.0003999398	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas massiliensis	0	0	0	0	0	0	0.0097179193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas sp. B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021539034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas sp. Root485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047117452	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015315657	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022516269	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae|g__Demequina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022516269	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Demequinaceae|g__Demequina|s__Demequina sp. NBRC 110055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022516269	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae	0	0	0	0.0082317028	0	0	0	0	0.0051115287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017959655	0	0	0	0	0.0002129831	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium	0	0	0	0.0082317028	0	0	0	0	0.0051115287	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017959655	0	0	0	0	0.0002129831	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium paraconglomeratum	0	0	0	0.0082317028	0	0	0	0	0.0051115287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002129831	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium squillarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017959655	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae	0	0.0144511018	0.0246641512	0.0047170877	0.0329323133	0	0.0781779574	0	0.0146982468	0	0.0176565403	0.0068146365	0	0.0279147405	0.0015697064	0.048831492	0.0025279075	0.0183789286	0	0.0061290146	0	0	0	0.0100776731	0.0015590103	0.0186556637	0.0078708348	0.0060746146	0.0063313897	0.0382301068	0	0.0090703778	0	0.0056016102
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae gen. [Terrabacter/Terracoccus]	0	0.0032008161	0.0028140812	0.00150165	0.0037770075	0	0.0090749299	0	0.0029934919	0	0.0026165709	0	0	0	0	0	0	0.0023204442	0	0	0	0	0	0	0	0	0.0012576059	0.0005634382	0	0.0081463308	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae gen. [Terrabacter/Terracoccus]|s__Intrasporangiaceae sp.	0	0.0032008161	0.0028140812	0.00150165	0.0037770075	0	0.0090749299	0	0.0029934919	0	0.0026165709	0	0	0	0	0	0	0.0023204442	0	0	0	0	0	0	0	0	0.0012576059	0.0005634382	0	0.0081463308	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae gen. incertae sedis	0	0	0.0012874137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004467235	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae gen. incertae sedis|s__Intrasporangiaceae bacterium URHB0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003269964	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangiaceae gen. incertae sedis|s__Intrasporangiaceae species incertae sedis [ext_mOTU_v3_18458]	0	0	0.0012874137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001197271	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002837856	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Intrasporangium|s__Intrasporangium oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002837856	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter	0	0	0	0	0.0045946523	0	0	0	0	0	0.0033327855	0	0	0	0	0.011544376	0	0	0	0	0	0	0	0	0	0	0	0.0005753461	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter melonis	0	0	0	0	0.0045946523	0	0	0	0	0	0.0033327855	0	0	0	0	0.011544376	0	0	0	0	0	0	0	0	0	0	0	0.0005753461	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001289934	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Knoellia aerolata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001289934	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Monashia	0	0	0	0	0	0	0	0	0	0	0.0022943155	0	0	0	0	0.0047709789	0	0	0	0	0	0	0	0	0.0015590103	0.0186556637	0.0015252369	0.0008513567	0.0026509275	0.0050709679	0	0.0053304593	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Monashia|s__Monashia flava	0	0	0	0	0	0	0	0	0	0	0.0022943155	0	0	0	0	0.0047709789	0	0	0	0	0	0	0	0	0.0015590103	0.0186556637	0.0015252369	0.0008513567	0.0026509275	0.0050709679	0	0.0053304593	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus	0	0.0112502857	0.0168808515	0.0032154377	0.0157118194	0	0.0540033972	0	0.0090681513	0	0.0094128684	0.0068146365	0	0.0279147405	0.0015697064	0.0281044788	0.0025279075	0.0112091401	0	0.0061290146	0	0	0	0.0100776731	0	0	0.0050879919	0.0025230889	0.0036804622	0.025012808	0	0	0	0.0045631214
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus dokdonensis	0	0	0	0	0.0034795437	0	0.0086300925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus jejuensis	0	0.0112502857	0.0168808515	0.0032154377	0.0122322757	0	0.039054002	0	0.0090681513	0	0.0076417007	0.0068146365	0	0.0279147405	0.0015697064	0.0206472652	0.0025279075	0.0112091401	0	0.0061290146	0	0	0	0.0100776731	0	0	0.0036818687	0.0025230889	0.0036804622	0.025012808	0	0	0	0.0045631214
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus sp. Soil748	0	0	0	0	0	0	0.0063193027	0	0	0	0.0017711676	0	0	0	0	0.0052742191	0	0	0	0	0	0	0	0	0	0	0.0014061232	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Phycicoccus|s__Phycicoccus sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021829945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Terrabacter	0	0	0.0025315548	0	0.008848834	0	0.0150996304	0	0.0026366036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005567041	0	0	0	0.0037399185	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Terrabacter|s__Terrabacter sp. 28	0	0	0.0008315997	0	0.0027215354	0	0.0064009173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003008615	0	0	0	0.0037399185	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Terrabacter|s__Terrabacter sp.	0	0	0.0016999552	0	0.0061272987	0	0.0086987131	0	0.0026366036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002558426	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Tetrasphaera	0	0	0.00115025	0	0	0	0	0	0	0	0	0	0	0	0	0.0044116583	0	0.0048493443	0	0	0	0	0	0	0	0	0	0.0001451781	0	0	0	0	0	0.0010384888
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Tetrasphaera|s__Tetrasphaera sp. Soil756	0	0	0.00115025	0	0	0	0	0	0	0	0	0	0	0	0	0.0044116583	0	0.0048493443	0	0	0	0	0	0	0	0	0	0.0001451781	0	0	0	0	0	0.0010384888
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae	0.0070496686	0.0795144935	0.0391909348	0.0054099246	0.2211857571	0	0	0	0.0473785557	0	0.0740729121	0.0339823437	0.0177136646	0.1555340338	0.0062311887	0.1752312288	0.0080332636	0.1050776436	0.0063242284	0.0319050098	0.0276675593	0.0203962502	0.0235566117	0.1716129967	0.0139374711	0.0215311966	0.0144215596	0.0359013015	0.0219385834	0.0346267414	0.0233018356	0.0836143299	0.0218352787	0.1353206805
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus	0	0	0.0019650795	0	0.0080569836	0	0	0	0.0100105688	0	0.0033351303	0.0015290093	0	0	0	0	0	0.0063363204	0	0	0	0.0026133866	0	0	0	0	0	0.0002845546	0	0	0	0	0	0.0030807514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus jejuensis	0	0	0.0019650795	0	0.0046377896	0	0	0	0.0100105688	0	0.0033351303	0.0015290093	0	0	0	0	0	0.0063363204	0	0	0	0.0026133866	0	0	0	0	0	0.0002845546	0	0	0	0	0	0.0030807514
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus pavilionensis/lahaulensis	0	0	0	0	0.003419194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019478857	0	0	0	0	0	0.0233018356	0.0092467451	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces cerinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019478857	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233018356	0.0092467451	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050258616	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Clavibacter|s__Clavibacter michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050258616	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cnuibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004941207	0	0	0	0	0	0.0025861737
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Cnuibacter|s__Cnuibacter physcomitrellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004941207	0	0	0	0	0	0.0025861737
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium	0	0.06120932	0.0237818557	0	0.0804492193	0	0	0	0.0222384407	0	0.0517336463	0.0029968817	0	0.1179544218	0	0.1354409291	0	0.0652711735	0	0.0112647062	0	0.0087498509	0.0066148009	0.1512704045	0	0	0	0.0148279009	0.0049523243	0.0246768379	0	0.0248927929	0.0104200414	0.0890565564
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium ammoniigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385100924	0	0.0269205023	0	0	0	0	0	0	0.0033218025	0.0048146215	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium citreum	0	0.0057448816	0.0017734402	0	0.0086595666	0	0	0	0	0	0.0040989281	0	0	0.0187173982	0	0.0057472316	0	0.0079181383	0	0	0	0	0	0.0681963493	0	0	0	0.0027619359	0	0	0	0	0	0.0190404524
