Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium epidermidis	0	0	0	0	0	0	0	0	3.80859751868904e-05	0	0.000124423205845656	0	0.0810080161073068	8.78301690573954e-05	0.358444999879435	0.487425230956652	0.0176929259874271	2.2300404932243	0	0	0	0	8.97337143467706e-06	0.000763777601617807	0	0.000869254999153858	0	0.0426992728765601	0.00208381013798266	7.51105324428109e-06	1.24475822472284e-05	0	0	0	1.23181039224487e-05	0	0	0	0	3.09292099230085e-05	4.6336942631579e-05	0	0	0	0	0	3.25990491987107e-05	0	1.9135355383421e-05	2.14673373406354e-05	0.000355986477005432	0	0	0.000141042662408751	0	0	4.63778960303945e-06	0.000106719125652371	0.000707337168049325	0.00186859308967643	2.47888654641096e-05	1.56974680753384e-05
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium intestinigallinarum	0	0	0	0	0	0	0	0	2.98144274387624e-05	0	5.78850508299946e-05	0	0.054466427211731	0.00107387130385584	1.09625798058024	0.0560694901753415	0.0162918574109338	0.11061498040359	0	0	0	0	0	0	0	0	0	0.000345675955792794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Cellulomonadaceae	0	0	0	0	0	0	0	0	8.09958375390963e-06	0	0	0	0.000965765575515429	1.96319858666366	2.19435782659818	0.00243434877398703	0.00442986577200596	0.00697027051536595	0.000202994698672605	0	0	0	0	0	0	0	0	1.78873537550441e-05	1.94455308262191e-05	0	0	0	0	0	0	0	0	0	0	0	0.000120061846419114	0	0	0	0	2.96205740490683e-05	0	1.01344306412426e-05	0.00010258863997621	0.000285111504848468	0	0.00300076950186024	3.73917573930519e-05	0	0	0.000217757511262198	0	0.00247537530940182	3.84462016201228e-05	0.000599043245914711	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Cellulomonadaceae|g__Actinotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12471894685712	3.29039458425871e-05	3.86392288538034e-05	2.98410258011599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Cellulomonadaceae|g__Flavimobilis	0	0	0	0	0	0	0	0	8.09958375390963e-06	0	0	0	0.000708643013921084	0.000104814952919762	1.30065766741882	0.00233184404165619	0.00395757924571348	0.00639143443345643	0.000202994698672605	0	0	0	0	0	0	0	0	1.78873537550441e-05	1.94455308262191e-05	0	0	0	0	0	0	0	0	0	0	0	0.000120061846419114	0	0	0	0	2.96205740490683e-05	0	0	0.00010258863997621	0.000285111504848468	0	0.00300076950186024	3.73917573930519e-05	0	0	0.000217757511262198	0	0.00247537530940182	3.84462016201228e-05	0.000599043245914711	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Cellulomonadaceae|g__JAAYZM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838374824853619	9.42440233810105e-05	0	0.000356129822389199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01344306412426e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae	0	0	0	0	0	0	0	0	0	0	7.30437122528582e-05	0	0.070000526545919	5.95050206400802e-05	0.201238790655852	0.307963506507663	0.00263092162766103	2.64307497155617	0	0	0	0	8.94995931077021e-06	0.000327630507752513	0	0.00010345219847049	0	0.00692380839283707	0.000120431121456213	0	0	0	0	0	0.000530424590264621	0	0	0	0	0	2.65561989861695e-05	0	0	0	0	1.14654846105315e-05	0	4.79926050763726e-05	0.000397098473147111	8.09985372833714e-06	2.39408449634579e-05	0.000348459923359383	0	0	0	7.54828930044277e-06	0	5.75474072625524e-06	2.23225417042233e-05	0.000897587245993949	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium	0	0	0	0	0	0	0	0	0	0	7.30437122528582e-05	0	0.070000526545919	5.95050206400802e-05	0.201238790655852	0.307963506507663	0.00263092162766103	2.64307497155617	0	0	0	0	8.94995931077021e-06	0.000327630507752513	0	0.00010345219847049	0	0.00692380839283707	0.000120431121456213	0	0	0	0	0	0.000530424590264621	0	0	0	0	0	2.65561989861695e-05	0	0	0	0	1.14654846105315e-05	0	4.79926050763726e-05	0.000397098473147111	8.09985372833714e-06	2.39408449634579e-05	0.000348459923359383	0	0	0	7.54828930044277e-06	0	5.75474072625524e-06	2.23225417042233e-05	0.000897587245993949	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium paraconglomeratum	0	0	0	0	0	0	0	0	0	0	7.30437122528582e-05	0	0.070000526545919	5.95050206400802e-05	0.201238790655852	0.307963506507663	0.00263092162766103	2.64307497155617	0	0	0	0	8.94995931077021e-06	0.000327630507752513	0	0.00010345219847049	0	0.00692380839283707	0.000120431121456213	0	0	0	0	0	0.000530424590264621	0	0	0	0	0	2.65561989861695e-05	0	0	0	0	1.14654846105315e-05	0	4.79926050763726e-05	0.000397098473147111	8.09985372833714e-06	2.39408449634579e-05	0.000348459923359383	0	0	0	7.54828930044277e-06	0	5.75474072625524e-06	2.23225417042233e-05	0.000897587245993949	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales	0	0	0	6.83821345446459e-05	0	0	0	0	0.00189075648682234	0	0.00503706719400153	0	2.88391637718475	1.95716020950977	8.15721397017762	0.481061050141669	0.423505002676517	1.89160615632149	8.40897084769777e-05	2.13593817168069e-05	6.96935578140241e-06	6.03811321524596e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000922616292573293	0.0060914562368204	0	7.22521972817439e-06	0	0	9.57221838115059e-05	4.32123582789054e-06	0	4.40999700554376e-06	0	0	1.09845456481652e-05	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	9.88428775662477e-06	0	0.000159860713480424	7.78036227911327e-05	0.000111780863505387	0.00013923985704193	4.96681959104043e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	4.9573963149804e-05	0.000627427917971561	0.000261417173101144	8.74064681473612e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	6.34107654112907e-06	1.95536170826742	2.51483764625956e-05	0	2.6608629662404e-05	0	0	0	0	0	0	0	0	0	0	0.000168542702227322	0	0	0	0	0	0	4.32123582789054e-06	0	4.40999700554376e-06	0	0	4.3400319039063e-06	0	0	0	9.88428775662477e-06	0	0	0	2.70430386837016e-05	0	0	0	0	0	0	0	0	0	3.89124139005516e-05	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Micromonosporaceae|g__SLSW01	0	0	0	0	0	0	0	0	0	0	0	0	6.34107654112907e-06	1.95536170826742	2.51483764625956e-05	0	2.6608629662404e-05	0	0	0	0	0	0	0	0	0	0	0.000168542702227322	0	0	0	0	0	0	4.32123582789054e-06	0	4.40999700554376e-06	0	0	4.3400319039063e-06	0	0	0	9.88428775662477e-06	0	0	0	2.70430386837016e-05	0	0	0	0	0	0	0	0	0	3.89124139005516e-05	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae	0	0	0	6.83821345446459e-05	0	0	0	0	0.00189075648682234	0	0.00503706719400153	0	0.648240174798823	0.00175508201761314	7.88328147292382	0.480899222553361	0.423107759816536	1.88802700506213	8.40897084769777e-05	2.13593817168069e-05	6.96935578140241e-06	6.03811321524596e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000625799307134857	0.0060914562368204	0	7.22521972817439e-06	0	0	6.98133936479309e-05	0	0	0	0	0	6.64451374425886e-06	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	0	0	0.000159860713480424	1.51377376722422e-05	8.47378248216852e-05	0.00013923985704193	3.46619613041404e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	0	0.000627427917971561	0.000261417173101144	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium	0	0	0	6.83821345446459e-05	0	0	0	0	0.00189075648682234	0	0.00503706719400153	0	0.648240174798823	0.00175508201761314	7.88328147292382	0.480899222553361	0.423107759816536	1.88802700506213	8.40897084769777e-05	2.13593817168069e-05	6.96935578140241e-06	6.03811321524596e-05	0.00028438706865199	0.000945952302942409	0	0	4.8087453470743e-06	0.000625799307134857	0.0060914562368204	0	7.22521972817439e-06	0	0	6.98133936479309e-05	0	0	0	0	0	6.64451374425886e-06	0.000133080174682125	9.17395987501602e-06	2.90496443221407e-05	0	0	0.000159860713480424	1.51377376722422e-05	8.47378248216852e-05	0.00013923985704193	3.46619613041404e-05	3.04345236991003e-05	0.000563142157914751	0	0	0.000189982889010952	1.17758058255026e-05	0	0	0.000627427917971561	0.000261417173101144	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium casei	0	0	0	0	0	0	0	0	3.73942919820043e-05	0	0	0	0.0149042961510494	0.000806519008187653	0.997258259345512	0.218048755387494	0.00740076210150845	0.412572138553082	0	0	0	0	8.8957687400675e-06	0	0	0	0	2.06456575246429e-05	1.12220559653715e-05	0	0	0	0	0	0	0	0	0	0	0	0.000118779324538775	0	0	0	0	0	0	0	0	1.20762156162462e-05	0	0	0	0	0	3.75129280861984e-06	0	0	0	4.46076249463368e-05	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium faecigallinarum	0	0	0	0	0	0	0	0	0.0001925999568435	0	0.000261768849300143	0	0.261003336919965	7.95196980537175e-05	1.3225042768985	0.0549589010738856	0.042322273654013	0.274671881937006	0	0	6.96935578140241e-06	6.51464546081146e-06	0	0	0	0	0	5.59570715744782e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium glutamicum	0	0	0	0	0	0	0	0	0.000161355524035604	0	0.00024517063546753	0	0.0354162894026145	8.47331441283536e-05	2.00918367841348	0.136722528606654	0.0267121398684285	0.146850124711948	8.40897084769777e-05	2.13593817168069e-05	0	5.38664866916481e-05	0.000267026371403357	0.000388125591746395	0	0	4.8087453470743e-06	0.000139438244676086	0.00608023418085502	0	7.22521972817439e-06	0	0	0	0	0	0	0	0	0	7.42797244306563e-06	0	0	0	0	0.000102623486173183	1.51377376722422e-05	0	0.000111071487198011	1.35935471002348e-05	7.65307185478665e-06	0.000563142157914751	0	0	5.372731614068e-05	2.81508584594136e-06	0	0	0.000216451249560086	0.000117162282458012	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium stationis	0	0	0	0	0	0	0	0	9.35096054301489e-06	0	0	0	0.221647739094352	8.06724986410615e-06	0.268807574418086	0.0639468710385365	0.00115568978887587	0.746831415192004	0	0	0	0	8.46492850856509e-06	0.000557826711196013	0	0	0	3.07463626576258e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17395987501602e-06	0	0	0	0	0	0	2.81683698439187e-05	8.99219858765944e-06	2.27814518443137e-05	0	0	0	0.000136255572870272	0	0	0	0.000205158602082234	9.96472656967956e-05	1.21635565233898e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium variabile	0	0	0	6.83821345446459e-05	0	0	0	0	0.00127876446779843	0	0.00383122681099613	0	0.00151931427858988	3.36004325667074e-05	0.0904148940539925	0.00587765452950543	0.293367127542581	0.00587350252055621	0	0	0	0	0	0	0	0	0	0.000258035960619553	0	0	0	0	0	0	0	0	0	0	0	6.64451374425886e-06	6.87287770028391e-06	0	2.90496443221407e-05	0	0	0	0	2.48414545605504e-05	0	0	0	0	0	0	0	5.20942717094145e-06	0	0	0.000173315577849656	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium xerosis	0	0	0	0	0	0	0	0	0.000211291285619779	0	0.000698900898237718	0	0.113749198952252	0.0007426424848126	3.19511278979425	0.0013445119172855	0.0521497668611291	0.301227942147537	0	0	0	0	0	0	0	0	0	0.000120976010082471	0	0	0	0	0	6.98133936479309e-05	0	0	0	0	0	0	0	0	0	0	0	5.72372273072403e-05	0	5.98963702611348e-05	0	0	0	0	0	0	0	0	0	0	3.25024884795852e-05	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae	0	0	0	0	0	0	0	0	0	0	0	0	2.23566986130938	4.34192247362192e-05	0.273907348877332	0.000161827588307911	0.000370634230318813	0.00357915125935812	0	0	0	0	0	0	0	0	0	0.000128274283211114	0	0	0	0	0	2.59087901635751e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.26658851188905e-05	0	0	1.50062346062638e-05	0	0	0	0	0	0	0	1.06615492492524e-05	0	0	7.52429116239713e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharomonospora	0	0	0	0	0	0	0	0	0	0	0	0	1.47616494373813	2.83861872733158e-05	0.266241820119493	0	0.000261277400262267	0.000890198009497969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14168149496094e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora viridis	0	0	0	0	0	0	0	0	0	0	0	0	1.47616494373813	2.83861872733158e-05	0.266241820119493	0	0.000261277400262267	0.000890198009497969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14168149496094e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharopolyspora	0	0	0	0	0	0	0	0	0	0	0	0	0.759504917571251	1.50330374629033e-05	0.00766552875783889	0.000161827588307911	0.000109356830056546	0.00268895324986015	0	0	0	0	0	0	0	0	0	0.000128274283211114	0	0	0	0	0	2.59087901635751e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.26658851188905e-05	0	0	1.50062346062638e-05	0	0	0	0	0	0	0	1.06615492492524e-05	0	0	2.38260966743619e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora rectivirgula	0	0	0	0	0	0	0	0	0	0	0	0	0.759504917571251	1.50330374629033e-05	0.00766552875783889	0.000161827588307911	0.000109356830056546	0.00268895324986015	0	0	0	0	0	0	0	0	0	0.000128274283211114	0	0	0	0	0	2.59087901635751e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.26658851188905e-05	0	0	1.50062346062638e-05	0	0	0	0	0	0	0	1.06615492492524e-05	0	0	2.38260966743619e-05	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	9.09859949871919e-06	3.67394735861548e-05	0.000439028906511895	0.0102828168253654	0.000632694430641858	0.000352048638379062	0	4.6306108930203e-06	0	7.94103619094129e-05	6.07845303092117e-05	0	0	2.73742518260443e-05	1.66802046097815e-05	1.71310123643268	0.000102239978112504	8.31762199110213e-05	0	0	0	0	0	0	0	0	0	3.7364203238218e-05	0.000257655773478494	0	0	0	2.11287959330577e-05	0	0	1.55212621462891e-05	0	0	0	0	0	0	0	2.44118811224692e-06	0	7.2584364422514e-05	0	1.4514410003445e-05	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	0	0	0	0	0	0	0	0	0	0	0	0	9.09859949871919e-06	3.67394735861548e-05	0.000439028906511895	0.0102828168253654	0.000632694430641858	0.000352048638379062	0	4.6306108930203e-06	0	7.94103619094129e-05	6.07845303092117e-05	0	0	2.73742518260443e-05	1.66802046097815e-05	1.71310123643268	0.000102239978112504	8.31762199110213e-05	0	0	0	0	0	0	0	0	0	3.7364203238218e-05	0.000257655773478494	0	0	0	2.11287959330577e-05	0	0	1.55212621462891e-05	0	0	0	0	0	0	0	2.44118811224692e-06	0	7.2584364422514e-05	0	1.4514410003445e-05	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	9.09859949871919e-06	3.67394735861548e-05	0.000439028906511895	0.0102828168253654	0.000632694430641858	0.000352048638379062	0	4.6306108930203e-06	0	7.94103619094129e-05	6.07845303092117e-05	0	0	2.73742518260443e-05	1.66802046097815e-05	1.71310123643268	0.000102239978112504	8.31762199110213e-05	0	0	0	0	0	0	0	0	0	3.7364203238218e-05	0.000257655773478494	0	0	0	2.11287959330577e-05	0	0	1.55212621462891e-05	0	0	0	0	0	0	0	2.44118811224692e-06	0	7.2584364422514e-05	0	1.4514410003445e-05	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales	2.8816606090081e-05	0.000112448355981342	2.82348157347064e-05	0.000334324664758269	2.01221860541224e-05	0	0	9.2664606973708e-05	0	0	0	8.78074195812036e-06	5.27371350125028e-06	0	4.41544603993538e-05	5.4579737814291e-05	5.47974179725231e-05	0	5.89166881202832e-05	3.0418509882605e-05	9.78839503120048e-06	0.000209380854604143	2.23694080142719e-06	0	0	3.87850551696086e-05	3.2227165021974e-06	27.7448166771895	1.69314708587952e-05	7.30461326542225e-05	0	0	2.19845335016764e-06	5.24296872615861e-06	1.67713602003008e-05	5.47424442908408e-06	0	5.59905110302719e-06	3.53337092490998e-05	2.16569707358356e-05	1.24451637809743e-05	0	3.15612409066867e-05	0	0.000236768253941896	1.28955051629747e-05	0	3.89844234355365e-05	1.4887538801963e-05	1.51834991601908e-06	0	0	3.10071223253088e-06	0	0	0	0	0	0	0	9.64301914071884e-06	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	2.8816606090081e-05	0.000112448355981342	2.82348157347064e-05	0.000334324664758269	2.01221860541224e-05	0	0	9.2664606973708e-05	0	0	0	8.78074195812036e-06	5.27371350125028e-06	0	4.41544603993538e-05	5.4579737814291e-05	5.47974179725231e-05	0	5.89166881202832e-05	3.0418509882605e-05	9.78839503120048e-06	0.000209380854604143	2.23694080142719e-06	0	0	3.87850551696086e-05	3.2227165021974e-06	27.7448166771895	1.69314708587952e-05	7.30461326542225e-05	0	0	2.19845335016764e-06	5.24296872615861e-06	1.67713602003008e-05	5.47424442908408e-06	0	5.59905110302719e-06	3.53337092490998e-05	2.16569707358356e-05	1.24451637809743e-05	0	3.15612409066867e-05	0	0.000236768253941896	1.28955051629747e-05	0	3.89844234355365e-05	1.4887538801963e-05	1.51834991601908e-06	0	0	3.10071223253088e-06	0	0	0	0	0	0	0	9.64301914071884e-06	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	2.8816606090081e-05	0.000112448355981342	2.82348157347064e-05	0.000334324664758269	2.01221860541224e-05	0	0	9.2664606973708e-05	0	0	0	8.78074195812036e-06	5.27371350125028e-06	0	4.41544603993538e-05	5.4579737814291e-05	5.47974179725231e-05	0	5.89166881202832e-05	3.0418509882605e-05	9.78839503120048e-06	0.000209380854604143	2.23694080142719e-06	0	0	3.87850551696086e-05	3.2227165021974e-06	27.7448166771895	1.69314708587952e-05	7.30461326542225e-05	0	0	2.19845335016764e-06	5.24296872615861e-06	1.67713602003008e-05	5.47424442908408e-06	0	5.59905110302719e-06	3.53337092490998e-05	2.16569707358356e-05	1.24451637809743e-05	0	3.15612409066867e-05	0	0.000236768253941896	1.28955051629747e-05	0	3.89844234355365e-05	1.4887538801963e-05	1.51834991601908e-06	0	0	3.10071223253088e-06	0	0	0	0	0	0	0	9.64301914071884e-06	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales	0	0	0	0	0	0	0	0	0	0	0	0	0.00634906768819656	2.97860624181384e-05	8.27754183372828	0.0163745574577873	0.000927438034889412	0.00786282451040288	0	0	2.61382362754486e-06	0	0	0	0	0	0	6.9316164162916e-06	0	0	6.46511387401955e-06	0	0	0	0	0	0	0	0	0	3.32326832291593e-06	0	0	0	0	0	0	0	0	3.5478175963901e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.00634906768819656	2.97860624181384e-05	8.27754183372828	0.0163745574577873	0.000927438034889412	0.00786282451040288	0	0	2.61382362754486e-06	0	0	0	0	0	0	6.9316164162916e-06	0	0	6.46511387401955e-06	0	0	0	0	0	0	0	0	0	3.32326832291593e-06	0	0	0	0	0	0	0	0	3.5478175963901e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae|g__Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0	0.00634906768819656	2.97860624181384e-05	8.27754183372828	0.0163745574577873	0.000927438034889412	0.00786282451040288	0	0	2.61382362754486e-06	0	0	0	0	0	0	6.9316164162916e-06	0	0	6.46511387401955e-06	0	0	0	0	0	0	0	0	0	3.32326832291593e-06	0	0	0	0	0	0	0	0	3.5478175963901e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0.000110144901932168	0	0.000153980834783923	0.000254644585455424	0.000117913906431312	0.000616063159231675	0.0125926470594465	3.69462615788782e-05	0.000169355036621341	0.0386417304254231	1.56431921146398e-05	0	2.22878176494206e-05	5.63920107828227	3.81180190848959	0.268213188587294	3.14257977610622	3.13466389087298	0.000232725630329114	0	0.00244664692861238	0	0.0036107463151345	0.00189328641321656	2.14430888940874	0.101260350188294	0.00101878564886069	1.34911427052319e-05	0	6.14399039887605e-05	5.89829312076987e-05	0	2.28870075969696e-05	0.00205700703257085	0	0	0.00288897628545376	0.000424773441777691	2.15665617926307e-05	0	0.813463558662886	0.000976057182612736	0.00042898088491492	0	0	2.81792298188814	0	9.71812398003144e-05	0.000744672344179151	0.00201331864951471
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0.000110144901932168	0	0.000153980834783923	0.000254644585455424	0.000117913906431312	0.000616063159231675	0.0125926470594465	3.69462615788782e-05	0.000169355036621341	0.0386417304254231	1.56431921146398e-05	0	2.22878176494206e-05	5.63920107828227	3.81180190848959	0.268213188587294	3.14257977610622	3.13466389087298	0.000232725630329114	0	0.00244664692861238	0	0.0036107463151345	0.00189328641321656	2.14430888940874	0.101260350188294	0.00101878564886069	1.34911427052319e-05	0	6.14399039887605e-05	5.89829312076987e-05	0	2.28870075969696e-05	0.00205700703257085	0	0	0.00288897628545376	0.000424773441777691	2.15665617926307e-05	0	0.813463558662886	0.000976057182612736	0.00042898088491492	0	0	2.81792298188814	0	9.71812398003144e-05	0.000744672344179151	0.00201331864951471
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.125372726755e-05	0	1.41722103214482e-05	0	0	0	0	0.0236681564726211	0	0	0	0	2.16707002245905e-05	6.98201155076995e-05	1.89755458938734e-05	1.31168905224542	0	0	0	0	0	0	0	0.000225900152085607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16143716970884e-05	0.000739110434458499
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.125372726755e-05	0	1.41722103214482e-05	0	0	0	0	0.0236681564726211	0	0	0	0	2.16707002245905e-05	6.98201155076995e-05	1.89755458938734e-05	1.31168905224542	0	0	0	0	0	0	0	0.000225900152085607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16143716970884e-05	0.000739110434458499
