bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.4	97.99	91.56	46.74	low_quality	reject	10726
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.40	47.76	0.0	0.0	low_quality	reject	3245
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.41	90.44	125.71	10.76	low_quality	reject	3803
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.5	0.31	0.0	0.0	low_quality	reject	10950
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.6	39.66	0.0	0.0	low_quality	reject	3761
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.7	68.07	6.03	0.0	medium_quality	keep	5369
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.8	92.85	0.93	0.0	high_quality	keep	102359
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_0.bin.9	92.58	1.19	0.0	high_quality	keep	7514
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.1	33.07	1.72	0.0	low_quality	reject	9781
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.10	57.36	2.32	16.67	medium_quality	keep	34000
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.11	5.33	0.0	0.0	low_quality	reject	1927
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.12	86.68	148.25	0.0	low_quality	reject	10892
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.13	41.87	1.39	0.0	low_quality	reject	5756
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.14	46.01	0.43	0.0	low_quality	reject	9950
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.15	31.26	1.83	0.0	low_quality	reject	3285
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.16	45.37	1.75	0.0	low_quality	reject	8635
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.17	42.59	1.72	0.0	low_quality	reject	4734
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.18	35.23	0.04	0.0	low_quality	reject	4098
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.19	66.7	1.84	4.0	medium_quality	keep	344046
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.2	81.74	182.03	0.27	low_quality	reject	7883
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.20	58.08	0.41	0.0	medium_quality	keep	24501
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.21	28.9	2.21	0.0	low_quality	reject	3830
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.22	4.17	0.0	0.0	low_quality	reject	1934
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.23	46.84	4.66	0.0	low_quality	reject	5026
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.24	35.79	0.0	0.0	low_quality	reject	3673
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.25	54.65	0.7	0.0	medium_quality	keep	7805
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.26	51.27	0.0	0.0	medium_quality	keep	3915
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.27	4.17	0.0	0.0	low_quality	reject	2830
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.28	73.04	102.22	0.0	low_quality	reject	2643
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.29	0.0	0.0	0.0	low_quality	reject	2015
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.3	67.92	1.08	0.0	medium_quality	keep	31874
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.30	63.29	1.41	0.0	medium_quality	keep	77424
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.31	66.95	1.88	0.0	medium_quality	keep	836918
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.32	26.7	7.27	0.0	low_quality	reject	44430
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.33	83.31	116.99	0.0	low_quality	reject	2351
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.34	57.43	1.03	0.0	medium_quality	keep	185138
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.35	56.89	0.58	0.0	medium_quality	keep	8170
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.36	38.95	0.0	0.0	low_quality	reject	3629
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.4	50.06	0.85	0.0	medium_quality	keep	5924
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.5	37.72	0.0	0.0	low_quality	reject	17751
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.6	58.6	1.39	0.0	medium_quality	keep	9704
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.7	63.25	1.1	0.0	medium_quality	keep	3206625
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.8	0.0	0.0	0.0	low_quality	reject	1882
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.1_sample_2.bin.9	41.96	0.87	0.0	low_quality	reject	4096
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.1	43.45	1.28	25.0	low_quality	reject	2466
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.10	85.6	2.76	0.0	medium_quality	keep	8389
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.11	94.11	0.73	0.0	high_quality	keep	12031
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.12	0.86	0.0	0.0	low_quality	reject	1849
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.13	77.41	0.0	0.0	medium_quality	keep	12537
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.14	32.76	0.0	0.0	low_quality	reject	2215
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.15	94.83	3.97	33.33	high_quality	keep	19917
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.16	49.74	1.72	0.0	low_quality	reject	4075
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.17	48.18	5.06	8.7	low_quality	reject	2184
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.18	61.4	1.71	0.0	medium_quality	keep	10173
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.19	99.01	0.0	0.0	high_quality	keep	71357
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.2	0.0	0.0	0.0	low_quality	reject	291358
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.20	97.92	4.37	7.69	high_quality	keep	82680
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.21	61.66	6.52	0.0	medium_quality	keep	5301
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.22	46.42	14.54	0.0	low_quality	reject	9237
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.23	97.01	6.29	0.0	medium_quality	keep	431343
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.3	40.52	0.0	0.0	low_quality	reject	3778
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.4	0.29	0.0	0.0	low_quality	reject	13895
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.5	16.71	0.0	0.0	low_quality	reject	1926
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.6	0.16	0.0	0.0	low_quality	reject	6481
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.7	90.17	3.37	28.57	high_quality	keep	37762
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.8	93.3	0.47	0.0	high_quality	keep	224429
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_2.bin.9	96.12	5.81	20.0	medium_quality	keep	26053
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.1	0.0	0.0	0.0	low_quality	reject	5582
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.10	1.01	0.0	0.0	low_quality	reject	10078
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.11	88.77	0.85	0.0	medium_quality	keep	12287
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.12	45.01	13.05	0.0	low_quality	reject	14802
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.13	99.55	0.9	0.0	high_quality	keep	257558
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.14	78.32	5.74	50.0	medium_quality	keep	5338
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.15	98.45	5.88	0.0	medium_quality	keep	836963
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.16	18.42	1.72	0.0	low_quality	reject	1870
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.17	92.9	2.25	27.27	high_quality	keep	7122
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.2	95.26	1.72	0.0	high_quality	keep	136255
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.3	89.41	2.01	0.0	medium_quality	keep	32183
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.4	39.66	1.72	100.0	low_quality	reject	3025
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.5	69.79	4.54	33.33	medium_quality	keep	3243
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.6	92.98	9.89	8.0	medium_quality	keep	18529
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.7	99.51	0.0	0.0	high_quality	keep	128832
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.8	52.93	0.0	0.0	medium_quality	keep	4119
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.2.5.up.0.4.mut_rate.0_sample_3.bin.9	95.54	3.49	0.0	high_quality	keep	49999
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.1	5.21	0.0	0.0	low_quality	reject	1841
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.10	97.37	6.48	3.45	medium_quality	keep	163117
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.11	61.82	3.89	80.0	medium_quality	keep	11764
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.12	94.52	5.01	22.5	medium_quality	keep	14162
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.13	32.02	0.0	0.0	low_quality	reject	2214
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.14	86.44	5.03	33.33	medium_quality	keep	9739
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.15	86.6	1.34	20.0	medium_quality	keep	6948
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.16	28.76	0.0	0.0	low_quality	reject	3902
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.17	95.26	1.72	0.0	high_quality	keep	126367
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.18	94.29	3.03	22.22	high_quality	keep	26114
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.19	57.24	1.72	0.0	medium_quality	keep	7383
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.2	75.7	11.89	10.26	low_quality	reject	3860
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.20	31.85	0.0	0.0	low_quality	reject	2614
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.21	94.63	2.23	65.0	high_quality	keep	26003
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.22	55.18	8.28	3.23	medium_quality	keep	2558
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.23	59.09	0.88	0.0	medium_quality	keep	4736
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.24	46.73	12.42	0.0	low_quality	reject	14810
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.25	45.25	4.31	0.0	low_quality	reject	2890
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.26	99.51	0.0	0.0	high_quality	keep	86878
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.27	18.75	3.57	0.0	low_quality	reject	2056
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.28	84.21	0.88	100.0	medium_quality	keep	104127
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.29	91.19	13.25	41.94	low_quality	reject	20376
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.3	0.0	0.0	0.0	low_quality	reject	33461
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.30	48.04	0.0	0.0	low_quality	reject	5859
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.31	94.02	2.56	0.0	high_quality	keep	20385
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.32	74.71	3.53	30.0	medium_quality	keep	9047
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.33	97.29	3.49	0.0	high_quality	keep	56657
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.34	82.0	5.31	23.81	medium_quality	keep	6896
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.35	82.93	10.12	23.64	low_quality	reject	11710
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.36	70.69	0.0	0.0	medium_quality	keep	17721
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.37	88.6	80.09	22.34	low_quality	reject	6141
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.38	92.17	0.15	0.0	high_quality	keep	16881
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.39	16.67	0.0	0.0	low_quality	reject	2131
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.4	91.71	1.19	0.0	high_quality	keep	10104
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.40	62.43	8.12	22.73	medium_quality	keep	4232
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.41	89.68	9.94	5.0	medium_quality	keep	10144
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.42	20.22	1.72	0.0	low_quality	reject	2111
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.43	32.76	0.0	0.0	low_quality	reject	3108
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.44	0.0	0.0	0.0	low_quality	reject	12320
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.45	28.03	0.93	0.0	low_quality	reject	2425
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.46	60.66	1.72	0.0	medium_quality	keep	5175
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.47	93.06	1.85	50.0	high_quality	keep	19229
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.5	63.79	42.55	7.89	low_quality	reject	2443
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.6	97.56	3.96	11.54	high_quality	keep	81050
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.7	31.9	1.72	0.0	low_quality	reject	3930
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.8	1.72	0.0	0.0	low_quality	reject	1820
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.9	87.42	68.01	9.51	low_quality	reject	4436
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.1	8.62	0.0	0.0	low_quality	reject	124740
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.10	48.43	0.0	0.0	low_quality	reject	4034
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.11	0.0	0.0	0.0	low_quality	reject	16139
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.12	100.0	0.0	0.0	high_quality	keep	196828
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.13	1.75	0.0	0.0	low_quality	reject	17757
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.14	95.37	1.54	0.0	high_quality	keep	228081
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.15	41.4	11.45	0.0	low_quality	reject	19854
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.16	89.57	2.42	40.0	medium_quality	keep	22915
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.17	0.0	0.0	0.0	low_quality	reject	3880
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.18	96.4	5.38	2.94	medium_quality	keep	105531
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.19	93.01	0.1	100.0	high_quality	keep	28982
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.2	94.62	0.27	0.0	high_quality	keep	53592
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.20	82.57	2.45	0.0	medium_quality	keep	19517
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.21	91.64	3.02	41.67	high_quality	keep	26930
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.22	4.17	0.0	0.0	low_quality	reject	148497
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.23	94.24	1.84	20.0	high_quality	keep	109782
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.24	76.21	6.03	0.0	medium_quality	keep	5338
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.25	93.01	4.36	24.0	high_quality	keep	105830
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.26	48.04	1.72	0.0	low_quality	reject	10588
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.27	94.3	4.97	6.25	high_quality	keep	70544
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.28	5.17	0.0	0.0	low_quality	reject	2302
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.29	46.55	0.0	0.0	low_quality	reject	4666
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.3	97.24	3.49	22.22	high_quality	keep	87864
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.30	3.16	0.0	0.0	low_quality	reject	17072
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.31	58.43	5.6	0.0	medium_quality	keep	5601
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.32	37.07	0.0	0.0	low_quality	reject	4616
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.33	50.34	1.72	0.0	medium_quality	keep	7566
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.34	55.17	1.72	100.0	medium_quality	keep	4381
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.35	81.65	1.58	33.33	medium_quality	keep	8673
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.36	88.07	62.55	22.26	low_quality	reject	5876
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.37	88.54	0.15	0.0	medium_quality	keep	16561
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.39	99.2	0.71	25.0	high_quality	keep	165086
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.4	3.51	0.0	0.0	low_quality	reject	286811
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.40	97.05	2.87	37.5	high_quality	keep	32721
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.41	0.0	0.0	0.0	low_quality	reject	2055
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.42	95.34	2.75	26.67	high_quality	keep	35502
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.44	96.14	116.18	6.45	low_quality	reject	9867
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.45	81.02	6.85	56.25	medium_quality	keep	9917
